datetime_gmt,solar_gen
2021-05-06 14:30:00+00:00,0.48828
2021-05-06 15:00:00+00:00,0.44949
2021-05-06 15:30:00+00:00,0.40347
2021-05-06 16:00:00+00:00,0.35866
2021-05-06 16:30:00+00:00,0.3204
2021-05-06 17:00:00+00:00,0.22837
2021-05-06 17:30:00+00:00,0.17264
2021-05-06 18:00:00+00:00,0.12434
2021-05-06 18:30:00+00:00,0.07531
2021-05-06 19:00:00+00:00,0.0315
2021-05-06 19:30:00+00:00,0.00595
2021-05-06 20:00:00+00:00,0.0
2021-05-06 20:30:00+00:00,0.0
2021-05-06 21:00:00+00:00,0.0
2021-05-06 21:30:00+00:00,0.0
2021-05-06 22:00:00+00:00,0.0
2021-05-06 22:30:00+00:00,0.0
2021-05-06 23:00:00+00:00,0.0
2021-05-06 23:30:00+00:00,0.0
2021-05-07 00:00:00+00:00,0.0
