DateTime,Calls
2003-03-05T10:00:00Z,273
2003-03-05T10:05:00Z,289
2003-03-05T10:10:00Z,304
2003-03-05T10:15:00Z,286
2003-03-05T10:20:00Z,279
2003-03-05T10:25:00Z,281
2003-03-05T10:30:00Z,280
2003-03-05T10:35:00Z,289
2003-03-05T10:40:00Z,273
2003-03-05T10:45:00Z,269
2003-03-05T10:50:00Z,276
2003-03-05T10:55:00Z,288
2003-03-05T11:00:00Z,262
2003-03-05T11:05:00Z,273
2003-03-05T11:10:00Z,276
2003-03-05T11:15:00Z,274
2003-03-05T11:20:00Z,288
2003-03-05T11:25:00Z,273
2003-03-05T11:30:00Z,255
2003-03-05T11:35:00Z,273
2003-03-05T11:40:00Z,255
2003-03-05T11:45:00Z,243
2003-03-05T11:50:00Z,249
2003-03-05T11:55:00Z,283
2003-03-05T12:00:00Z,273
2003-03-05T12:05:00Z,269
2003-03-05T12:10:00Z,276
2003-03-05T12:15:00Z,245
2003-03-05T12:20:00Z,275
2003-03-05T12:25:00Z,235
2003-03-05T12:30:00Z,260
2003-03-05T12:35:00Z,235
2003-03-05T12:40:00Z,262
2003-03-05T12:45:00Z,237
2003-03-05T12:50:00Z,267
2003-03-05T12:55:00Z,275
2003-03-05T13:00:00Z,261
2003-03-05T13:05:00Z,229
2003-03-05T13:10:00Z,242
2003-03-05T13:15:00Z,240
2003-03-05T13:20:00Z,274
2003-03-05T13:25:00Z,262
2003-03-05T13:30:00Z,252
2003-03-05T13:35:00Z,250
2003-03-05T13:40:00Z,234
2003-03-05T13:45:00Z,231
2003-03-05T13:50:00Z,253
2003-03-05T13:55:00Z,246
2003-03-05T14:00:00Z,249
2003-03-05T14:05:00Z,257
2003-03-05T14:10:00Z,241
2003-03-05T14:15:00Z,235
2003-03-05T14:20:00Z,256
2003-03-05T14:25:00Z,254
2003-03-05T14:30:00Z,243
2003-03-05T14:35:00Z,247
2003-03-05T14:40:00Z,236
2003-03-05T14:45:00Z,250
2003-03-05T14:50:00Z,228
2003-03-05T14:55:00Z,253
2003-03-05T15:00:00Z,258
2003-03-05T15:05:00Z,226
2003-03-05T15:10:00Z,228
2003-03-05T15:15:00Z,234
2003-03-05T15:20:00Z,241
2003-03-05T15:25:00Z,218
2003-03-05T15:30:00Z,264
2003-03-05T15:35:00Z,242
2003-03-05T15:40:00Z,214
2003-03-05T15:45:00Z,234
2003-03-05T15:50:00Z,241
2003-03-05T15:55:00Z,225
2003-03-05T16:00:00Z,210
2003-03-05T16:05:00Z,217
2003-03-05T16:10:00Z,209
2003-03-05T16:15:00Z,251
2003-03-05T16:20:00Z,212
2003-03-05T16:25:00Z,220
2003-03-05T16:30:00Z,207
2003-03-05T16:35:00Z,173
2003-03-05T16:40:00Z,203
2003-03-05T16:45:00Z,213
2003-03-05T16:50:00Z,170
2003-03-05T16:55:00Z,177
2003-03-05T17:00:00Z,172
2003-03-05T17:05:00Z,170
2003-03-05T17:10:00Z,163
2003-03-05T17:15:00Z,153
2003-03-05T17:20:00Z,160
2003-03-05T17:25:00Z,165
2003-03-05T17:30:00Z,152
2003-03-05T17:35:00Z,157
2003-03-05T17:40:00Z,132
2003-03-05T17:45:00Z,153
2003-03-05T17:50:00Z,149
2003-03-05T17:55:00Z,155
2003-03-05T18:00:00Z,118
2003-03-05T18:05:00Z,123
2003-03-05T18:10:00Z,123
2003-03-05T18:15:00Z,120
2003-03-05T18:20:00Z,123
2003-03-05T18:25:00Z,128
2003-03-05T18:30:00Z,103
2003-03-05T18:35:00Z,117
2003-03-05T18:40:00Z,86
2003-03-05T18:45:00Z,89
2003-03-05T18:50:00Z,97
2003-03-05T18:55:00Z,90
2003-03-05T19:00:00Z,101
2003-03-05T19:05:00Z,110
2003-03-05T19:10:00Z,98
2003-03-05T19:15:00Z,78
2003-03-05T19:20:00Z,89
2003-03-05T19:25:00Z,107
2003-03-05T19:30:00Z,74
2003-03-05T19:35:00Z,100
2003-03-05T19:40:00Z,110
2003-03-05T19:45:00Z,96
2003-03-05T19:50:00Z,80
2003-03-05T19:55:00Z,86
2003-03-05T20:00:00Z,90
2003-03-05T20:05:00Z,81
2003-03-05T20:10:00Z,80
2003-03-05T20:15:00Z,73
2003-03-05T20:20:00Z,76
2003-03-05T20:25:00Z,57
2003-03-05T20:30:00Z,82
2003-03-05T20:35:00Z,78
2003-03-05T20:40:00Z,91
2003-03-05T20:45:00Z,68
2003-03-05T20:50:00Z,61
2003-03-05T20:55:00Z,61
2003-03-05T21:00:00Z,77
2003-03-06T07:00:00Z,82
2003-03-06T07:05:00Z,69
2003-03-06T07:10:00Z,69
2003-03-06T07:15:00Z,61
2003-03-06T07:20:00Z,61
2003-03-06T07:25:00Z,55
2003-03-06T07:30:00Z,72
2003-03-06T07:35:00Z,59
2003-03-06T07:40:00Z,89
2003-03-06T07:45:00Z,75
2003-03-06T07:50:00Z,80
2003-03-06T07:55:00Z,89
2003-03-06T08:00:00Z,113
2003-03-06T08:05:00Z,114
2003-03-06T08:10:00Z,108
2003-03-06T08:15:00Z,124
2003-03-06T08:20:00Z,133
2003-03-06T08:25:00Z,120
2003-03-06T08:30:00Z,158
2003-03-06T08:35:00Z,149
2003-03-06T08:40:00Z,161
2003-03-06T08:45:00Z,161
2003-03-06T08:50:00Z,165
2003-03-06T08:55:00Z,187
2003-03-06T09:00:00Z,219
2003-03-06T09:05:00Z,236
2003-03-06T09:10:00Z,251
2003-03-06T09:15:00Z,233
2003-03-06T09:20:00Z,217
2003-03-06T09:25:00Z,272
2003-03-06T09:30:00Z,276
2003-03-06T09:35:00Z,257
2003-03-06T09:40:00Z,250
2003-03-06T09:45:00Z,299
2003-03-06T09:50:00Z,279
2003-03-06T09:55:00Z,261
2003-03-06T10:00:00Z,292
2003-03-06T10:05:00Z,262
2003-03-06T10:10:00Z,308
2003-03-06T10:15:00Z,245
2003-03-06T10:20:00Z,262
2003-03-06T10:25:00Z,263
2003-03-06T10:30:00Z,248
2003-03-06T10:35:00Z,264
2003-03-06T10:40:00Z,260
2003-03-06T10:45:00Z,248
2003-03-06T10:50:00Z,258
2003-03-06T10:55:00Z,253
2003-03-06T11:00:00Z,265
2003-03-06T11:05:00Z,265
2003-03-06T11:10:00Z,284
2003-03-06T11:15:00Z,258
2003-03-06T11:20:00Z,278
2003-03-06T11:25:00Z,286
2003-03-06T11:30:00Z,310
2003-03-06T11:35:00Z,279
2003-03-06T11:40:00Z,249
2003-03-06T11:45:00Z,251
2003-03-06T11:50:00Z,221
2003-03-06T11:55:00Z,258
2003-03-06T12:00:00Z,239
2003-03-06T12:05:00Z,225
2003-03-06T12:10:00Z,247
2003-03-06T12:15:00Z,244
2003-03-06T12:20:00Z,260
2003-03-06T12:25:00Z,254
2003-03-06T12:30:00Z,239
2003-03-06T12:35:00Z,235
2003-03-06T12:40:00Z,224
2003-03-06T12:45:00Z,206
2003-03-06T12:50:00Z,223
2003-03-06T12:55:00Z,232
2003-03-06T13:00:00Z,241
2003-03-06T13:05:00Z,254
2003-03-06T13:10:00Z,262
2003-03-06T13:15:00Z,260
2003-03-06T13:20:00Z,226
2003-03-06T13:25:00Z,238
2003-03-06T13:30:00Z,247
2003-03-06T13:35:00Z,245
2003-03-06T13:40:00Z,240
2003-03-06T13:45:00Z,241
2003-03-06T13:50:00Z,259
2003-03-06T13:55:00Z,246
2003-03-06T14:00:00Z,240
2003-03-06T14:05:00Z,244
2003-03-06T14:10:00Z,229
2003-03-06T14:15:00Z,229
2003-03-06T14:20:00Z,237
2003-03-06T14:25:00Z,236
2003-03-06T14:30:00Z,246
2003-03-06T14:35:00Z,250
2003-03-06T14:40:00Z,247
2003-03-06T14:45:00Z,228
2003-03-06T14:50:00Z,237
2003-03-06T14:55:00Z,221
2003-03-06T15:00:00Z,252
2003-03-06T15:05:00Z,237
2003-03-06T15:10:00Z,230
2003-03-06T15:15:00Z,235
2003-03-06T15:20:00Z,237
2003-03-06T15:25:00Z,247
2003-03-06T15:30:00Z,254
2003-03-06T15:35:00Z,216
2003-03-06T15:40:00Z,233
2003-03-06T15:45:00Z,221
2003-03-06T15:50:00Z,250
2003-03-06T15:55:00Z,244
2003-03-06T16:00:00Z,238
2003-03-06T16:05:00Z,203
2003-03-06T16:10:00Z,219
2003-03-06T16:15:00Z,228
2003-03-06T16:20:00Z,187
2003-03-06T16:25:00Z,215
2003-03-06T16:30:00Z,200
2003-03-06T16:35:00Z,180
2003-03-06T16:40:00Z,211
2003-03-06T16:45:00Z,180
2003-03-06T16:50:00Z,196
2003-03-06T16:55:00Z,192
2003-03-06T17:00:00Z,180
2003-03-06T17:05:00Z,149
2003-03-06T17:10:00Z,137
2003-03-06T17:15:00Z,163
2003-03-06T17:20:00Z,162
2003-03-06T17:25:00Z,184
2003-03-06T17:30:00Z,155
2003-03-06T17:35:00Z,138
2003-03-06T17:40:00Z,163
2003-03-06T17:45:00Z,125
2003-03-06T17:50:00Z,120
2003-03-06T17:55:00Z,103
2003-03-06T18:00:00Z,115
2003-03-06T18:05:00Z,127
2003-03-06T18:10:00Z,117
2003-03-06T18:15:00Z,117
2003-03-06T18:20:00Z,115
2003-03-06T18:25:00Z,109
2003-03-06T18:30:00Z,110
2003-03-06T18:35:00Z,98
2003-03-06T18:40:00Z,97
2003-03-06T18:45:00Z,82
2003-03-06T18:50:00Z,95
2003-03-06T18:55:00Z,102
2003-03-06T19:00:00Z,101
2003-03-06T19:05:00Z,113
2003-03-06T19:10:00Z,73
2003-03-06T19:15:00Z,77
2003-03-06T19:20:00Z,85
2003-03-06T19:25:00Z,79
2003-03-06T19:30:00Z,90
2003-03-06T19:35:00Z,79
2003-03-06T19:40:00Z,94
2003-03-06T19:45:00Z,73
2003-03-06T19:50:00Z,67
2003-03-06T19:55:00Z,56
2003-03-06T20:00:00Z,75
2003-03-06T20:05:00Z,78
2003-03-06T20:10:00Z,80
2003-03-06T20:15:00Z,75
2003-03-06T20:20:00Z,67
2003-03-06T20:25:00Z,77
2003-03-06T20:30:00Z,74
2003-03-06T20:35:00Z,78
2003-03-06T20:40:00Z,74
2003-03-06T20:45:00Z,78
2003-03-06T20:50:00Z,63
2003-03-06T20:55:00Z,71
2003-03-06T21:00:00Z,65
2003-03-07T07:00:00Z,120
2003-03-07T07:05:00Z,98
2003-03-07T07:10:00Z,63
2003-03-07T07:15:00Z,88
2003-03-07T07:20:00Z,84
2003-03-07T07:25:00Z,84
2003-03-07T07:30:00Z,78
2003-03-07T07:35:00Z,87
2003-03-07T07:40:00Z,98
2003-03-07T07:45:00Z,104
2003-03-07T07:50:00Z,101
2003-03-07T07:55:00Z,104
2003-03-07T08:00:00Z,119
2003-03-07T08:05:00Z,133
2003-03-07T08:10:00Z,160
2003-03-07T08:15:00Z,150
2003-03-07T08:20:00Z,157
2003-03-07T08:25:00Z,170
2003-03-07T08:30:00Z,186
2003-03-07T08:35:00Z,158
2003-03-07T08:40:00Z,178
2003-03-07T08:45:00Z,206
2003-03-07T08:50:00Z,197
2003-03-07T08:55:00Z,189
2003-03-07T09:00:00Z,242
2003-03-07T09:05:00Z,269
2003-03-07T09:10:00Z,263
2003-03-07T09:15:00Z,283
2003-03-07T09:20:00Z,260
2003-03-07T09:25:00Z,254
2003-03-07T09:30:00Z,296
2003-03-07T09:35:00Z,320
2003-03-07T09:40:00Z,287
2003-03-07T09:45:00Z,300
2003-03-07T09:50:00Z,295
2003-03-07T09:55:00Z,278
2003-03-07T10:00:00Z,279
2003-03-07T10:05:00Z,299
2003-03-07T10:10:00Z,284
2003-03-07T10:15:00Z,308
2003-03-07T10:20:00Z,319
2003-03-07T10:25:00Z,291
2003-03-07T10:30:00Z,268
2003-03-07T10:35:00Z,300
2003-03-07T10:40:00Z,291
2003-03-07T10:45:00Z,283
2003-03-07T10:50:00Z,276
2003-03-07T10:55:00Z,265
2003-03-07T11:00:00Z,291
2003-03-07T11:05:00Z,294
2003-03-07T11:10:00Z,280
2003-03-07T11:15:00Z,280
2003-03-07T11:20:00Z,292
2003-03-07T11:25:00Z,301
2003-03-07T11:30:00Z,263
2003-03-07T11:35:00Z,289
2003-03-07T11:40:00Z,281
2003-03-07T11:45:00Z,304
2003-03-07T11:50:00Z,269
2003-03-07T11:55:00Z,285
2003-03-07T12:00:00Z,248
2003-03-07T12:05:00Z,248
2003-03-07T12:10:00Z,262
2003-03-07T12:15:00Z,266
2003-03-07T12:20:00Z,241
2003-03-07T12:25:00Z,238
2003-03-07T12:30:00Z,274
2003-03-07T12:35:00Z,232
2003-03-07T12:40:00Z,263
2003-03-07T12:45:00Z,258
2003-03-07T12:50:00Z,241
2003-03-07T12:55:00Z,254
2003-03-07T13:00:00Z,249
2003-03-07T13:05:00Z,243
2003-03-07T13:10:00Z,244
2003-03-07T13:15:00Z,244
2003-03-07T13:20:00Z,270
2003-03-07T13:25:00Z,254
2003-03-07T13:30:00Z,259
2003-03-07T13:35:00Z,246
2003-03-07T13:40:00Z,235
2003-03-07T13:45:00Z,242
2003-03-07T13:50:00Z,246
2003-03-07T13:55:00Z,249
2003-03-07T14:00:00Z,248
2003-03-07T14:05:00Z,218
2003-03-07T14:10:00Z,245
2003-03-07T14:15:00Z,226
2003-03-07T14:20:00Z,236
2003-03-07T14:25:00Z,239
2003-03-07T14:30:00Z,265
2003-03-07T14:35:00Z,237
2003-03-07T14:40:00Z,249
2003-03-07T14:45:00Z,274
2003-03-07T14:50:00Z,247
2003-03-07T14:55:00Z,214
2003-03-07T15:00:00Z,220
2003-03-07T15:05:00Z,224
2003-03-07T15:10:00Z,245
2003-03-07T15:15:00Z,235
2003-03-07T15:20:00Z,263
2003-03-07T15:25:00Z,256
2003-03-07T15:30:00Z,247
2003-03-07T15:35:00Z,259
2003-03-07T15:40:00Z,225
2003-03-07T15:45:00Z,198
2003-03-07T15:50:00Z,238
2003-03-07T15:55:00Z,221
2003-03-07T16:00:00Z,247
2003-03-07T16:05:00Z,223
2003-03-07T16:10:00Z,210
2003-03-07T16:15:00Z,213
2003-03-07T16:20:00Z,207
2003-03-07T16:25:00Z,208
2003-03-07T16:30:00Z,195
2003-03-07T16:35:00Z,230
2003-03-07T16:40:00Z,188
2003-03-07T16:45:00Z,195
2003-03-07T16:50:00Z,187
2003-03-07T16:55:00Z,177
2003-03-07T17:00:00Z,184
2003-03-07T17:05:00Z,159
2003-03-07T17:10:00Z,161
2003-03-07T17:15:00Z,195
2003-03-07T17:20:00Z,158
2003-03-07T17:25:00Z,183
2003-03-07T17:30:00Z,173
2003-03-07T17:35:00Z,173
2003-03-07T17:40:00Z,151
2003-03-07T17:45:00Z,159
2003-03-07T17:50:00Z,138
2003-03-07T17:55:00Z,145
2003-03-07T18:00:00Z,132
2003-03-07T18:05:00Z,131
2003-03-07T18:10:00Z,119
2003-03-07T18:15:00Z,114
2003-03-07T18:20:00Z,134
2003-03-07T18:25:00Z,120
2003-03-07T18:30:00Z,97
2003-03-07T18:35:00Z,99
2003-03-07T18:40:00Z,102
2003-03-07T18:45:00Z,99
2003-03-07T18:50:00Z,94
2003-03-07T18:55:00Z,84
2003-03-07T19:00:00Z,89
2003-03-07T19:05:00Z,92
