timestamp,value
2015-09-11 19:01:00,68
2015-09-11 19:26:00,63
2015-09-11 19:41:00,62
2015-09-11 19:46:00,69
2015-09-11 20:01:00,61
2015-09-11 20:06:00,58
2015-09-11 20:16:00,61
2015-09-11 20:26:00,63
2015-09-11 20:36:00,62
2015-09-11 20:46:00,66
2015-09-11 20:51:00,65
2015-09-11 21:01:00,60
2015-09-11 21:21:00,64
2015-09-11 21:51:00,59
2015-09-11 21:56:00,56
2015-09-11 21:59:00,47
2015-09-11 22:16:00,60
2015-09-11 22:41:00,56
2015-09-11 23:41:00,57
2015-09-12 00:16:00,79
2015-09-12 00:46:00,62
2015-09-12 02:56:00,64
2015-09-12 03:41:00,58
2015-09-12 05:06:00,78
2015-09-12 06:51:00,75
2015-09-12 07:11:00,71
2015-09-12 07:41:00,70
2015-09-12 07:51:00,73
2015-09-12 08:01:00,70
2015-09-12 08:16:00,70
2015-09-12 08:46:00,80
2015-09-12 08:56:00,66
2015-09-12 09:16:00,68
2015-09-12 09:21:00,76
2015-09-12 09:26:00,66
2015-09-12 09:56:00,69
2015-09-12 10:06:00,69
2015-09-12 10:16:00,70
2015-09-12 10:46:00,72
2015-09-12 10:51:00,67
2015-09-12 10:56:00,71
2015-09-12 11:06:00,64
2015-09-12 11:31:00,67
2015-09-12 11:41:00,75
2015-09-12 11:46:00,68
2015-09-12 12:06:00,67
2015-09-12 12:11:00,71
2015-09-12 12:16:00,65
2015-09-12 12:26:00,67
2015-09-12 12:31:00,77
2015-09-12 12:36:00,67
2015-09-12 12:46:00,67
2015-09-12 12:51:00,68
2015-09-12 13:06:00,70
2015-09-12 13:11:00,67
2015-09-12 13:16:00,62
2015-09-12 13:21:00,67
2015-09-12 13:36:00,67
2015-09-12 13:41:00,65
2015-09-12 14:16:00,73
2015-09-12 14:21:00,69
2015-09-12 14:31:00,70
2015-09-12 14:41:00,70
2015-09-12 14:56:00,69
2015-09-12 15:01:00,72
2015-09-12 15:11:00,70
2015-09-12 15:16:00,64
2015-09-12 15:21:00,68
2015-09-12 15:31:00,66
2015-09-12 15:36:00,72
2015-09-12 15:41:00,71
2015-09-12 15:46:00,68
2015-09-12 15:51:00,66
2015-09-12 15:56:00,70
2015-09-12 16:01:00,68
2015-09-12 16:11:00,65
2015-09-12 16:16:00,72
2015-09-12 16:21:00,65
2015-09-12 16:31:00,71
2015-09-12 16:36:00,65
2015-09-12 16:41:00,64
2015-09-12 16:46:00,69
2015-09-12 16:51:00,68
2015-09-12 16:56:00,72
2015-09-12 17:01:00,71
2015-09-12 17:06:00,69
2015-09-12 17:21:00,71
2015-09-12 17:46:00,69
2015-09-12 18:21:00,73
2015-09-12 18:41:00,70
2015-09-12 19:01:00,68
2015-09-12 19:21:00,62
2015-09-12 19:26:00,69
2015-09-12 19:46:00,72
2015-09-12 19:51:00,65
2015-09-12 20:06:00,60
2015-09-12 20:31:00,62
2015-09-12 20:51:00,66
2015-09-12 21:21:00,68
2015-09-12 21:36:00,63
2015-09-12 21:51:00,70
2015-09-12 22:46:00,74
2015-09-12 23:01:00,62
2015-09-12 23:06:00,59
2015-09-12 23:31:00,59
2015-09-13 06:31:00,62
2015-09-13 07:51:00,70
2015-09-13 08:01:00,62
2015-09-13 08:26:00,67
2015-09-13 09:21:00,69
2015-09-13 09:26:00,72
2015-09-13 09:41:00,67
2015-09-13 10:06:00,69
2015-09-13 10:11:00,72
2015-09-13 10:16:00,65
2015-09-13 10:46:00,76
2015-09-13 10:51:00,67
2015-09-13 10:56:00,72
2015-09-13 11:06:00,70
2015-09-13 11:11:00,65
2015-09-13 11:26:00,71
2015-09-13 11:31:00,69
2015-09-13 11:46:00,64
2015-09-13 11:51:00,67
2015-09-13 11:56:00,69
2015-09-13 12:06:00,66
2015-09-13 12:21:00,73
2015-09-13 12:26:00,70
2015-09-13 12:31:00,66
2015-09-13 12:41:00,66
2015-09-13 12:53:00,66
2015-09-13 12:58:00,70
2015-09-13 13:03:00,67
2015-09-13 13:08:00,72
2015-09-13 13:13:00,69
2015-09-13 13:18:00,66
2015-09-13 13:23:00,68
2015-09-13 13:28:00,65
2015-09-13 13:38:00,67
2015-09-13 13:43:00,64
2015-09-13 13:53:00,66
2015-09-13 13:58:00,68
2015-09-13 14:13:00,68
2015-09-13 14:23:00,67
2015-09-13 14:28:00,59
2015-09-13 14:38:00,64
2015-09-13 14:48:00,67
2015-09-13 14:53:00,65
2015-09-13 15:13:00,67
2015-09-13 15:23:00,66
2015-09-13 15:28:00,68
2015-09-13 15:33:00,66
2015-09-13 15:38:00,72
2015-09-13 15:43:00,71
2015-09-13 15:48:00,69
2015-09-13 16:03:00,61
2015-09-13 16:08:00,67
2015-09-13 16:18:00,66
2015-09-13 16:28:00,74
2015-09-13 16:48:00,65
2015-09-13 16:53:00,69
2015-09-13 16:58:00,64
2015-09-13 17:03:00,67
2015-09-13 17:13:00,69
2015-09-13 17:18:00,62
2015-09-13 17:23:00,63
2015-09-13 17:43:00,73
2015-09-13 17:48:00,64
2015-09-13 17:53:00,67
2015-09-13 17:58:00,65
2015-09-13 18:08:00,67
2015-09-13 18:18:00,65
2015-09-13 18:23:00,74
2015-09-13 18:33:00,65
2015-09-13 18:38:00,70
2015-09-13 18:43:00,70
2015-09-13 18:48:00,69
2015-09-13 18:58:00,69
2015-09-13 19:08:00,63
2015-09-13 19:13:00,63
2015-09-13 19:33:00,65
2015-09-13 19:43:00,56
2015-09-13 19:48:00,69
2015-09-13 20:13:00,63
2015-09-13 20:33:00,66
2015-09-13 20:43:00,66
2015-09-13 20:48:00,64
2015-09-13 21:08:00,68
2015-09-13 21:28:00,55
2015-09-13 22:48:00,75
2015-09-13 22:53:00,69
2015-09-13 23:33:00,62
2015-09-14 00:33:00,68
2015-09-14 05:53:00,66
2015-09-14 06:18:00,66
2015-09-14 06:28:00,75
2015-09-14 06:48:00,65
2015-09-14 06:53:00,68
2015-09-14 06:58:00,71
2015-09-14 07:08:00,69
2015-09-14 07:28:00,67
2015-09-14 07:33:00,68
2015-09-14 07:38:00,67
2015-09-14 07:48:00,71
2015-09-14 07:58:00,67
2015-09-14 08:13:00,65
2015-09-14 08:28:00,66
2015-09-14 08:33:00,64
2015-09-14 08:48:00,60
2015-09-14 08:53:00,69
2015-09-14 09:03:00,66
2015-09-14 09:08:00,73
2015-09-14 09:13:00,70
2015-09-14 09:23:00,72
2015-09-14 09:28:00,62
2015-09-14 09:33:00,70
2015-09-14 09:38:00,69
2015-09-14 09:43:00,69
2015-09-14 09:48:00,69
2015-09-14 09:53:00,71
2015-09-14 09:58:00,68
2015-09-14 10:13:00,63
2015-09-14 10:18:00,68
2015-09-14 10:23:00,68
2015-09-14 10:28:00,66
2015-09-14 10:33:00,70
2015-09-14 10:43:00,70
2015-09-14 10:48:00,65
2015-09-14 11:03:00,74
2015-09-14 11:13:00,67
2015-09-14 11:18:00,64
2015-09-14 11:23:00,70
2015-09-14 11:28:00,70
2015-09-14 11:33:00,66
2015-09-14 11:43:00,67
2015-09-14 12:03:00,63
2015-09-14 12:08:00,70
2015-09-14 12:13:00,63
2015-09-14 12:23:00,71
2015-09-14 12:28:00,62
2015-09-14 12:38:00,67
2015-09-14 12:43:00,68
2015-09-14 12:48:00,73
2015-09-14 12:53:00,67
2015-09-14 13:15:00,65
2015-09-14 13:20:00,63
2015-09-14 13:25:00,72
2015-09-14 13:35:00,65
2015-09-14 13:40:00,64
2015-09-14 13:45:00,71
2015-09-14 13:50:00,66
2015-09-14 13:55:00,59
2015-09-14 14:15:00,57
2015-09-14 14:20:00,66
2015-09-14 14:25:00,71
2015-09-14 14:35:00,69
2015-09-14 14:40:00,67
2015-09-14 14:45:00,66
2015-09-14 14:50:00,67
2015-09-14 14:55:00,65
2015-09-14 15:00:00,70
2015-09-14 15:10:00,66
2015-09-14 15:15:00,66
2015-09-14 15:20:00,61
2015-09-14 15:30:00,68
2015-09-14 15:35:00,69
2015-09-14 15:40:00,63
2015-09-14 15:50:00,67
2015-09-14 15:55:00,66
2015-09-14 16:00:00,65
2015-09-14 16:05:00,67
2015-09-14 16:20:00,65
2015-09-14 16:25:00,66
2015-09-14 16:30:00,65
2015-09-14 16:35:00,64
2015-09-14 16:40:00,66
2015-09-14 16:45:00,62
2015-09-14 16:50:00,65
2015-09-14 16:55:00,67
2015-09-14 17:00:00,59
2015-09-14 17:05:00,36
2015-09-14 17:10:00,21
2015-09-14 17:15:00,52
2015-09-14 17:20:00,60
2015-09-14 17:25:00,51
2015-09-14 17:30:00,68
2015-09-14 17:35:00,60
2015-09-14 17:40:00,42
2015-09-14 17:45:00,65
2015-09-14 17:50:00,59
2015-09-14 17:55:00,69
2015-09-14 18:00:00,68
2015-09-14 18:05:00,66
2015-09-14 18:10:00,66
2015-09-14 18:20:00,66
2015-09-14 18:25:00,68
2015-09-14 18:30:00,67
2015-09-14 18:35:00,67
2015-09-14 18:45:00,65
2015-09-14 18:50:00,66
2015-09-14 19:01:00,68
2015-09-14 19:05:00,68
2015-09-14 19:15:00,66
2015-09-14 19:20:00,69
2015-09-14 19:30:00,64
2015-09-14 19:35:00,68
2015-09-14 19:45:00,65
2015-09-14 20:00:00,65
2015-09-14 20:10:00,66
2015-09-14 20:15:00,58
2015-09-14 20:20:00,71
2015-09-14 20:25:00,61
2015-09-14 20:30:00,72
2015-09-14 20:35:00,64
2015-09-14 20:40:00,64
2015-09-14 20:45:00,67
2015-09-14 20:50:00,65
2015-09-14 21:30:00,65
2015-09-14 21:35:00,65
2015-09-14 21:45:00,74
2015-09-14 22:06:00,61
2015-09-14 22:21:00,60
2015-09-14 22:30:00,64
2015-09-14 22:40:00,66
2015-09-14 22:45:00,66
2015-09-14 22:50:00,70
2015-09-15 03:45:00,62
2015-09-15 04:10:00,64
2015-09-15 04:31:00,61
2015-09-15 04:55:00,90
2015-09-15 05:26:00,60
2015-09-15 05:31:00,66
2015-09-15 05:41:00,63
2015-09-15 05:46:00,76
2015-09-15 05:51:00,56
2015-09-15 06:05:00,72
2015-09-15 06:45:00,66
2015-09-15 07:06:00,67
2015-09-15 07:11:00,63
2015-09-15 07:16:00,67
2015-09-15 07:21:00,70
2015-09-15 07:26:00,70
2015-09-15 07:31:00,71
2015-09-15 07:46:00,62
2015-09-15 07:51:00,69
2015-09-15 07:56:00,67
2015-09-15 08:11:00,66
2015-09-15 08:21:00,65
2015-09-15 08:26:00,61
2015-09-15 08:31:00,68
2015-09-15 08:41:00,66
2015-09-15 08:46:00,67
2015-09-15 08:51:00,66
2015-09-15 08:56:00,66
2015-09-15 09:01:00,70
2015-09-15 09:06:00,71
2015-09-15 09:16:00,65
2015-09-15 09:21:00,63
2015-09-15 09:31:00,63
2015-09-15 09:36:00,63
2015-09-15 09:41:00,62
2015-09-15 09:46:00,65
2015-09-15 09:51:00,61
2015-09-15 10:01:00,72
2015-09-15 10:16:00,67
2015-09-15 10:26:00,66
2015-09-15 10:31:00,74
2015-09-15 10:36:00,66
2015-09-15 10:41:00,70
2015-09-15 10:46:00,67
2015-09-15 11:06:00,68
2015-09-15 11:11:00,66
2015-09-15 11:16:00,65
2015-09-15 11:21:00,60
2015-09-15 11:31:00,66
2015-09-15 11:36:00,67
2015-09-15 11:41:00,66
2015-09-15 11:46:00,67
2015-09-15 11:51:00,66
2015-09-15 11:56:00,67
2015-09-15 12:06:00,69
2015-09-15 12:11:00,69
2015-09-15 12:16:00,71
2015-09-15 12:21:00,64
2015-09-15 12:26:00,69
2015-09-15 12:31:00,68
2015-09-15 12:36:00,67
2015-09-15 12:41:00,66
2015-09-15 12:46:00,68
2015-09-15 12:51:00,72
2015-09-15 12:56:00,66
2015-09-15 13:01:00,62
2015-09-15 13:06:00,71
2015-09-15 13:11:00,74
2015-09-15 13:16:00,65
2015-09-15 13:21:00,61
2015-09-15 13:26:00,63
2015-09-15 13:31:00,66
2015-09-15 13:36:00,63
2015-09-15 13:41:00,60
2015-09-15 13:46:00,59
2015-09-15 13:51:00,60
2015-09-15 13:54:00,56
2015-09-15 13:59:00,49
2015-09-15 14:04:00,43
2015-09-15 14:09:00,59
2015-09-15 14:14:00,51
2015-09-15 14:19:00,42
2015-09-15 14:24:00,25
2015-09-15 14:29:00,10
2015-09-15 14:34:00,8
2015-09-15 14:39:00,46
2015-09-15 14:44:00,65
2015-09-15 14:49:00,68
2015-09-15 14:54:00,67
2015-09-15 14:59:00,64
2015-09-15 15:04:00,67
2015-09-15 15:09:00,62
2015-09-15 15:14:00,66
2015-09-15 15:24:00,68
2015-09-15 15:34:00,65
2015-09-15 15:39:00,65
2015-09-15 15:44:00,68
2015-09-15 15:49:00,66
2015-09-15 15:54:00,64
2015-09-15 15:59:00,64
2015-09-15 16:04:00,63
2015-09-15 16:09:00,63
2015-09-15 16:14:00,67
2015-09-15 16:19:00,63
2015-09-15 16:24:00,66
2015-09-15 16:29:00,67
2015-09-15 16:34:00,65
2015-09-15 16:39:00,65
2015-09-15 16:44:00,64
2015-09-15 16:49:00,69
2015-09-15 16:54:00,65
2015-09-15 16:59:00,65
2015-09-15 17:04:00,62
2015-09-15 17:09:00,57
2015-09-15 17:14:00,52
2015-09-15 17:19:00,51
2015-09-15 17:24:00,62
2015-09-15 17:29:00,59
2015-09-15 17:39:00,68
2015-09-15 17:44:00,64
2015-09-15 17:49:00,65
2015-09-15 17:54:00,66
2015-09-15 17:59:00,67
2015-09-15 18:04:00,63
2015-09-15 18:14:00,59
2015-09-15 18:19:00,68
2015-09-15 18:24:00,66
2015-09-15 18:29:00,66
2015-09-15 18:34:00,65
2015-09-15 18:39:00,64
2015-09-15 18:44:00,70
2015-09-15 18:49:00,67
2015-09-15 18:54:00,63
2015-09-15 19:04:00,64
2015-09-15 19:09:00,65
2015-09-15 19:14:00,64
2015-09-15 19:19:00,60
2015-09-15 19:24:00,65
2015-09-15 19:29:00,69
2015-09-15 19:34:00,63
2015-09-15 19:39:00,59
2015-09-15 19:44:00,69
2015-09-15 19:49:00,60
2015-09-15 19:54:00,60
2015-09-15 19:59:00,59
2015-09-15 20:09:00,62
2015-09-15 20:14:00,61
2015-09-15 20:24:00,58
2015-09-15 20:29:00,63
2015-09-15 20:34:00,65
2015-09-15 20:49:00,57
2015-09-15 20:54:00,62
2015-09-15 20:59:00,62
2015-09-15 21:04:00,62
2015-09-15 21:19:00,64
2015-09-15 21:29:00,63
2015-09-15 22:09:00,57
2015-09-15 22:34:00,59
2015-09-15 22:39:00,63
2015-09-15 22:44:00,67
2015-09-15 23:19:00,65
2015-09-15 23:24:00,61
2015-09-15 23:29:00,61
2015-09-15 23:34:00,60
2015-09-16 00:49:00,67
2015-09-16 01:44:00,57
2015-09-16 02:19:00,59
2015-09-16 03:04:00,60
2015-09-16 04:44:00,58
2015-09-16 05:09:00,66
2015-09-16 05:19:00,69
2015-09-16 05:29:00,62
2015-09-16 05:39:00,65
2015-09-16 05:49:00,65
2015-09-16 06:09:00,61
2015-09-16 06:14:00,64
2015-09-16 06:24:00,65
2015-09-16 06:39:00,65
2015-09-16 06:44:00,66
2015-09-16 06:54:00,61
2015-09-16 07:19:00,64
2015-09-16 07:24:00,69
2015-09-16 07:29:00,59
2015-09-16 07:34:00,71
2015-09-16 07:44:00,66
2015-09-16 07:49:00,66
2015-09-16 07:54:00,67
2015-09-16 07:59:00,68
2015-09-16 08:04:00,64
2015-09-16 08:09:00,68
2015-09-16 08:14:00,69
2015-09-16 08:19:00,71
2015-09-16 08:24:00,66
2015-09-16 08:29:00,70
2015-09-16 08:39:00,71
2015-09-16 08:49:00,68
2015-09-16 08:54:00,62
2015-09-16 08:59:00,67
2015-09-16 09:04:00,63
2015-09-16 09:09:00,71
2015-09-16 09:14:00,64
2015-09-16 09:24:00,70
2015-09-16 09:34:00,67
2015-09-16 09:44:00,67
2015-09-16 09:54:00,66
2015-09-16 09:59:00,61
2015-09-16 10:04:00,69
2015-09-16 10:09:00,67
2015-09-16 10:14:00,70
2015-09-16 10:19:00,71
2015-09-16 10:24:00,67
2015-09-16 10:29:00,59
2015-09-16 10:34:00,69
2015-09-16 10:44:00,69
2015-09-16 10:49:00,68
2015-09-16 10:54:00,72
2015-09-16 10:59:00,68
2015-09-16 11:04:00,62
2015-09-16 11:09:00,64
2015-09-16 11:14:00,66
2015-09-16 11:19:00,60
2015-09-16 11:24:00,66
2015-09-16 11:29:00,71
2015-09-16 11:34:00,56
2015-09-16 11:39:00,63
2015-09-16 11:44:00,67
2015-09-16 11:49:00,64
2015-09-16 11:59:00,67
2015-09-16 12:04:00,62
2015-09-16 12:14:00,65
2015-09-16 12:19:00,66
2015-09-16 12:24:00,65
2015-09-16 12:29:00,73
2015-09-16 12:34:00,67
2015-09-16 12:39:00,62
2015-09-16 12:44:00,68
2015-09-16 12:49:00,62
2015-09-16 12:54:00,67
2015-09-16 12:59:00,63
2015-09-16 13:04:00,68
2015-09-16 13:09:00,69
2015-09-16 13:14:00,69
2015-09-16 13:19:00,65
2015-09-16 13:24:00,61
2015-09-16 13:29:00,73
2015-09-16 13:34:00,66
2015-09-16 13:39:00,51
2015-09-16 13:44:00,50
2015-09-16 13:49:00,34
2015-09-16 13:54:00,24
2015-09-16 13:59:00,7
2015-09-16 14:04:00,14
2015-09-16 14:09:00,7
2015-09-16 14:14:00,32
2015-09-16 14:19:00,17
2015-09-16 14:24:00,8
2015-09-16 14:29:00,6
2015-09-16 14:30:00,8
2015-09-16 14:35:00,20
2015-09-16 14:40:00,8
2015-09-16 14:45:00,23
2015-09-16 14:50:00,74
