@relation Gun_Point

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute att144 numeric
@attribute att145 numeric
@attribute att146 numeric
@attribute att147 numeric
@attribute att148 numeric
@attribute att149 numeric
@attribute target {1,2}

@data
-0.81632,-0.8141,-0.81589,-0.81422,-0.81665,-0.81698,-0.81139,-0.81134,-0.8121,-0.8137,-0.81159,-0.80837,-0.79719,-0.76309,-0.72876,-0.6748,-0.62752,-0.59122,-0.56506,-0.56959,-0.58967,-0.61997,-0.64917,-0.65672,-0.63746,-0.62917,-0.60847,-0.59059,-0.57311,-0.56063,-0.54588,-0.52481,-0.51676,-0.49795,-0.46909,-0.42131,-0.36012,-0.25386,-0.12858,0.011865,0.17612,0.36597,0.53559,0.69775,0.83352,0.95985,1.0656,1.1512,1.2279,1.294,1.3455,1.3989,1.396,1.4032,1.4179,1.4269,1.4274,1.4273,1.4441,1.4504,1.4376,1.4381,1.4348,1.4099,1.4179,1.4118,1.4077,1.4165,1.4144,1.4115,1.4034,1.4086,1.414,1.4105,1.4145,1.4157,1.4157,1.4187,1.3991,1.4073,1.4032,1.3981,1.4072,1.3993,1.3929,1.4059,1.3869,1.3468,1.2757,1.2266,1.116,0.99977,0.85855,0.70464,0.5548,0.39686,0.22282,0.075053,-0.08004,-0.2145,-0.3395,-0.45934,-0.54877,-0.61674,-0.65631,-0.67351,-0.67816,-0.69404,-0.68649,-0.69951,-0.69681,-0.69533,-0.69461,-0.691,-0.69272,-0.69953,-0.70929,-0.72548,-0.73591,-0.74581,-0.76772,-0.80448,-0.85523,-0.95441,-1.0596,-1.1213,-1.1392,-1.1425,-1.1346,-1.1257,-1.1161,-1.1042,-1.0889,-1.0786,-1.0648,-1.0556,-1.044,-1.0378,-1.032,-1.0278,-1.0272,-1.0281,-1.0216,-1.0212,-1.0248,-1.0217,-1.0229,-1.0214,-1.0223,-1.023,1
-1.1368,-1.1407,-1.1395,-1.13,-1.1216,-1.119,-1.1122,-1.1132,-1.1157,-1.1148,-1.1148,-1.1147,-1.116,-1.1181,-1.1152,-1.1038,-1.0831,-1.0426,-0.98247,-0.91974,-0.84521,-0.79145,-0.76141,-0.72941,-0.72387,-0.70588,-0.69314,-0.68501,-0.68457,-0.67863,-0.66767,-0.65583,-0.65529,-0.65669,-0.65659,-0.65475,-0.64139,-0.59044,-0.46684,-0.32609,-0.14216,0.052406,0.22182,0.39088,0.53988,0.67464,0.79831,0.90519,0.99472,1.0832,1.154,1.1977,1.2076,1.2211,1.2213,1.2153,1.2155,1.2149,1.2304,1.2205,1.2235,1.2207,1.2204,1.2141,1.22,1.2117,1.2125,1.2063,1.2075,1.1998,1.2058,1.2067,1.2082,1.2074,1.2083,1.2081,1.2081,1.2023,1.1977,1.1951,1.1965,1.1988,1.1992,1.2011,1.1964,1.2032,1.2014,1.2028,1.2001,1.2017,1.199,1.2054,1.1975,1.198,1.1856,1.1794,1.1645,1.1566,1.1362,1.0908,1.0346,0.98147,0.89572,0.78659,0.67738,0.54417,0.40119,0.2663,0.12416,-0.023849,-0.15549,-0.2982,-0.41902,-0.53528,-0.62644,-0.70888,-0.76929,-0.80151,-0.82536,-0.8349,-0.83305,-0.83302,-0.83423,-0.83426,-0.83645,-0.84648,-0.84936,-0.84856,-0.84831,-0.85189,-0.85635,-0.86119,-0.87704,-0.90399,-0.9706,-1.0553,-1.1505,-1.2019,-1.22,-1.2165,-1.1861,-1.155,-1.1302,-1.1188,-1.1221,-1.1241,-1.1202,-1.1118,-1.1036,-1.104,1
-1.115,-1.1866,-1.2636,-1.3417,-1.3855,-1.4062,-1.3964,-1.3381,-1.307,-1.3126,-1.3198,-1.3314,-1.3397,-1.3323,-1.3261,-1.3106,-1.2953,-1.2951,-1.3033,-1.2952,-1.258,-1.2085,-1.124,-1.0271,-0.94023,-0.87455,-0.84678,-0.8269,-0.82056,-0.81771,-0.81408,-0.82173,-0.82091,-0.81285,-0.79644,-0.79644,-0.79057,-0.77824,-0.75893,-0.73822,-0.70885,-0.66099,-0.54909,-0.41135,-0.25337,-0.075609,0.093548,0.25984,0.39634,0.51988,0.62246,0.72777,0.81215,0.88951,0.94545,0.99467,1.0288,1.067,1.0824,1.0884,1.0979,1.0985,1.0942,1.0927,1.1085,1.1042,1.1021,1.0997,1.0985,1.0968,1.0976,1.0967,1.0955,1.0913,1.0865,1.0845,1.0845,1.0858,1.0838,1.0792,1.0849,1.0818,1.083,1.0856,1.0829,1.0858,1.0862,1.0808,1.0823,1.0795,1.0837,1.0825,1.0819,1.0802,1.0784,1.0746,1.0745,1.0769,1.0755,1.0783,1.0788,1.0744,1.078,1.0735,1.0709,1.0714,1.0683,1.0621,1.0565,1.0376,1.0192,0.99107,0.93972,0.86474,0.78117,0.67663,0.56888,0.44714,0.31927,0.19493,0.06929,-0.063728,-0.19081,-0.31212,-0.45578,-0.59113,-0.71416,-0.81677,-0.89001,-0.94263,-0.98442,-1.001,-1.0048,-1.0066,-1.0029,-0.99824,-0.99206,-0.99077,-0.99178,-0.98752,-0.99117,-0.99552,-0.99656,-0.99844,-1.0019,-1.0072,-1.0129,-1.0213,-1.0292,-1.0447,1
-1.2012,-1.2084,-1.2065,-1.2031,-1.181,-1.1656,-1.1643,-1.1686,-1.1637,-1.1641,-1.1615,-1.1575,-1.1581,-1.1571,-1.1629,-1.1621,-1.161,-1.1555,-1.1314,-1.0869,-1.005,-0.8858,-0.78188,-0.71822,-0.67515,-0.6665,-0.66779,-0.66301,-0.65338,-0.64623,-0.63746,-0.6189,-0.59111,-0.55169,-0.5292,-0.4869,-0.38385,-0.22362,-0.04089,0.10514,0.29376,0.50916,0.62841,0.72149,0.81161,0.91876,1.01,1.081,1.1469,1.1673,1.1965,1.2095,1.2141,1.2086,1.2056,1.1996,1.2056,1.1983,1.2023,1.1987,1.1943,1.2072,1.2017,1.1917,1.193,1.195,1.1918,1.1881,1.1842,1.1907,1.1876,1.1933,1.1946,1.1836,1.1906,1.1733,1.1733,1.1744,1.1884,1.1959,1.1785,1.1917,1.1841,1.1808,1.1863,1.1848,1.1958,1.1914,1.1817,1.1843,1.1702,1.1775,1.1539,1.1554,1.1439,1.1241,1.1135,1.0756,1.0245,0.95841,0.88975,0.80113,0.68286,0.55748,0.44181,0.30816,0.19995,0.062054,-0.078776,-0.20979,-0.33582,-0.46642,-0.53978,-0.61456,-0.68148,-0.73038,-0.77497,-0.80364,-0.80893,-0.81515,-0.81993,-0.82486,-0.82537,-0.82069,-0.8201,-0.83108,-0.82478,-0.82313,-0.83068,-0.8406,-0.84655,-0.85445,-0.85596,-0.87026,-0.88133,-0.89298,-0.90968,-0.92429,-0.96366,-1.0145,-1.091,-1.1654,-1.2729,-1.3435,-1.3377,-1.3365,-1.2841,-1.207,-1.1221,-1.0822,1
-0.60329,-0.60738,-0.60683,-0.60757,-0.60495,-0.59613,-0.59006,-0.58622,-0.58376,-0.58308,-0.58165,-0.58027,-0.57905,-0.57758,-0.57233,-0.57126,-0.56686,-0.56655,-0.56238,-0.56232,-0.56109,-0.56225,-0.56121,-0.56103,-0.56126,-0.5647,-0.56771,-0.57546,-0.58215,-0.58791,-0.59477,-0.60212,-0.60924,-0.6135,-0.61131,-0.61516,-0.61299,-0.61363,-0.61023,-0.60687,-0.59831,-0.58668,-0.57709,-0.56536,-0.55586,-0.54901,-0.5392,-0.53329,-0.5288,-0.51145,-0.49628,-0.47031,-0.43497,-0.36743,-0.29702,-0.23969,0.06958,0.25768,0.43618,0.57948,0.7313,0.90601,1.1171,1.3602,1.6123,1.7955,1.8947,1.9255,1.9508,1.9576,1.9752,1.9944,1.999,2.0095,2.0169,2.0169,2.0169,2.02,2.0228,2.0267,2.0298,2.0268,2.0232,2.0187,2.0114,1.9897,1.9277,1.8376,1.6944,1.5212,1.3611,1.2183,1.0752,0.95557,0.83104,0.68869,0.52236,0.49685,0.30739,0.033138,-0.18204,-0.33481,-0.47059,-0.61725,-0.73227,-0.80944,-0.85854,-0.87032,-0.86165,-0.83881,-0.80939,-0.79222,-0.77832,-0.75982,-0.74043,-0.71732,-0.69354,-0.67625,-0.66151,-0.64793,-0.6419,-0.63702,-0.63379,-0.63214,-0.62507,-0.62084,-0.61382,-0.6043,-0.59542,-0.58973,-0.58362,-0.57583,-0.57109,-0.56928,-0.56997,-0.57433,-0.58042,-0.59036,-0.59354,-0.59619,-0.59676,-0.59451,-0.5956,-0.60355,-0.61221,-0.62352,-0.62531,-0.62541,-0.6147,-0.60478,2
-1.162,-1.1614,-1.1624,-1.1641,-1.1615,-1.1578,-1.1595,-1.1614,-1.1587,-1.1616,-1.1586,-1.1539,-1.1553,-1.1563,-1.1577,-1.1372,-1.0873,-1.0076,-0.92273,-0.83391,-0.77351,-0.75743,-0.74978,-0.74081,-0.74768,-0.74807,-0.74087,-0.7363,-0.73648,-0.73697,-0.73272,-0.72451,-0.71322,-0.70734,-0.69868,-0.69435,-0.66939,-0.61584,-0.50646,-0.36608,-0.22283,-0.047168,0.1419,0.29323,0.42329,0.55716,0.68035,0.78691,0.89422,0.97334,1.0395,1.0935,1.1428,1.1796,1.2073,1.213,1.2158,1.2299,1.2299,1.2338,1.2341,1.2427,1.2579,1.2583,1.2487,1.2571,1.2516,1.2525,1.2576,1.2408,1.2475,1.2464,1.245,1.2468,1.2526,1.2384,1.2384,1.2441,1.2349,1.2412,1.235,1.2393,1.2369,1.2252,1.2236,1.2212,1.2271,1.223,1.2367,1.2328,1.2265,1.2274,1.2269,1.2171,1.2092,1.2075,1.1895,1.1762,1.1432,1.1067,1.0547,0.98044,0.89041,0.77871,0.65819,0.50315,0.34939,0.18367,0.043842,-0.090519,-0.21244,-0.33155,-0.44732,-0.54271,-0.6227,-0.68627,-0.72709,-0.76162,-0.77914,-0.79041,-0.79569,-0.79752,-0.799,-0.79718,-0.80404,-0.8125,-0.81943,-0.82027,-0.82311,-0.82287,-0.81811,-0.81731,-0.82755,-0.84642,-0.86898,-0.90457,-0.95582,-1.0169,-1.073,-1.1026,-1.1276,-1.1367,-1.1378,-1.1325,-1.1294,-1.1282,-1.1282,-1.1258,-1.1214,-1.1162,1
-0.80802,-0.80929,-0.80872,-0.8059,-0.8034,-0.80135,-0.79887,-0.79481,-0.79185,-0.79047,-0.78838,-0.78686,-0.78904,-0.78691,-0.78502,-0.78297,-0.78316,-0.78234,-0.78088,-0.78217,-0.78196,-0.7817,-0.78208,-0.78097,-0.78099,-0.78023,-0.7786,-0.77832,-0.77788,-0.77699,-0.77482,-0.7713,-0.77107,-0.76883,-0.76742,-0.76502,-0.76492,-0.76463,-0.76587,-0.76713,-0.76625,-0.76616,-0.76515,-0.7628,-0.74195,-0.69935,-0.62624,-0.50524,-0.32708,-0.11366,0.19685,0.4242,0.52174,0.62445,0.72881,0.81901,0.92222,1.0505,1.1911,1.3404,1.4483,1.5144,1.5423,1.545,1.5557,1.5653,1.5797,1.5897,1.6027,1.6195,1.6185,1.6263,1.6264,1.6284,1.6339,1.6298,1.6298,1.6337,1.6289,1.6348,1.633,1.6369,1.6371,1.6326,1.6323,1.6324,1.6312,1.6338,1.6256,1.6144,1.582,1.5364,1.4594,1.345,1.2074,1.0773,0.95025,0.83028,0.71373,0.60386,0.48386,0.35893,0.19248,0.030209,-0.13453,-0.29255,-0.43855,-0.56932,-0.68121,-0.7493,-0.77278,-0.77131,-0.75587,-0.72911,-0.71498,-0.71161,-0.71302,-0.71854,-0.72163,-0.71942,-0.71332,-0.70178,-0.68486,-0.67822,-0.6761,-0.67954,-0.68411,-0.68905,-0.69459,-0.69634,-0.69832,-0.70044,-0.7051,-0.70626,-0.70581,-0.70581,-0.70582,-0.70354,-0.69983,-0.69564,-0.69519,-0.69528,-0.69066,-0.69011,-0.6857,-0.68078,-0.67676,-0.67325,-0.66844,-0.6633,2
-0.62213,-0.61916,-0.61331,-0.61128,-0.60734,-0.60735,-0.60749,-0.60641,-0.60629,-0.6091,-0.61161,-0.6144,-0.61801,-0.62201,-0.62271,-0.62456,-0.62489,-0.6265,-0.6266,-0.62616,-0.62876,-0.62932,-0.62821,-0.63079,-0.63184,-0.63218,-0.63371,-0.63555,-0.63864,-0.63845,-0.64012,-0.64176,-0.64442,-0.64367,-0.64455,-0.64367,-0.64404,-0.64526,-0.64355,-0.64238,-0.64215,-0.64103,-0.64016,-0.64045,-0.64157,-0.64107,-0.6273,-0.59253,-0.55542,-0.5138,-0.44774,-0.41371,-0.31266,-0.20407,0.13645,0.25187,0.33405,0.43002,0.54887,0.7186,0.92958,1.1337,1.3698,1.5082,1.6784,1.743,1.7981,1.8108,1.8369,1.8422,1.8472,1.8485,1.8533,1.8514,1.8619,1.8624,1.8624,1.8623,1.8671,1.8681,1.8648,1.865,1.8649,1.8611,1.853,1.8431,1.8364,1.8199,1.7915,1.734,1.6414,1.5033,1.3426,1.1793,1.0189,0.87693,0.74743,0.58685,0.55626,0.29661,0.26469,0.006364,-0.29055,-0.43169,-0.5907,-0.74768,-0.86376,-0.92561,-0.9479,-0.95004,-0.94422,-0.93506,-0.91553,-0.89294,-0.86113,-0.82838,-0.79676,-0.76556,-0.74112,-0.71565,-0.69535,-0.67274,-0.65368,-0.63416,-0.62076,-0.60941,-0.60491,-0.60453,-0.60378,-0.60292,-0.60275,-0.59817,-0.58989,-0.58124,-0.57272,-0.57015,-0.56896,-0.57004,-0.57422,-0.57935,-0.58621,-0.59536,-0.59882,-0.60396,-0.60992,-0.61539,-0.62401,-0.62886,-0.6401,-0.65075,2
-1.054,-1.0507,-1.0477,-1.0474,-1.0488,-1.0478,-1.0479,-1.0475,-1.0474,-1.0447,-1.0486,-1.0478,-1.0458,-1.0464,-1.0508,-1.0479,-1.0335,-0.98792,-0.93006,-0.87942,-0.85649,-0.83984,-0.83949,-0.84849,-0.84033,-0.80043,-0.78613,-0.76992,-0.75923,-0.74663,-0.73598,-0.73004,-0.71875,-0.70785,-0.68208,-0.63057,-0.54237,-0.42307,-0.2696,-0.093154,0.065187,0.21466,0.34159,0.45233,0.56686,0.66735,0.78461,0.88933,0.99298,1.0717,1.1369,1.1962,1.2041,1.2196,1.2137,1.2251,1.2294,1.2381,1.2368,1.2368,1.2317,1.2359,1.2405,1.2369,1.237,1.2362,1.2358,1.2369,1.2382,1.2388,1.2363,1.2388,1.2402,1.2393,1.2391,1.2444,1.2444,1.2468,1.2487,1.2472,1.2485,1.2518,1.2532,1.2529,1.2543,1.2565,1.2636,1.2633,1.2634,1.2649,1.2679,1.27,1.275,1.27,1.2636,1.2609,1.2501,1.2037,1.1467,1.043,0.92213,0.7861,0.63598,0.49741,0.36907,0.18433,0.057846,-0.1004,-0.22179,-0.35661,-0.47193,-0.56046,-0.65424,-0.73548,-0.76984,-0.7944,-0.80557,-0.80846,-0.81278,-0.81616,-0.81608,-0.81513,-0.80658,-0.81406,-0.80431,-0.80596,-0.8052,-0.81695,-0.81043,-0.8202,-0.83454,-0.85716,-0.89056,-0.97205,-1.0434,-1.124,-1.1716,-1.1695,-1.1429,-1.1074,-1.0826,-1.0715,-1.0636,-1.067,-1.0713,-1.0681,-1.069,-1.0692,-1.0666,-1.0648,1
-1.0825,-1.0825,-1.0843,-1.0833,-1.0841,-1.0852,-1.0832,-1.0835,-1.0832,-1.0848,-1.084,-1.0823,-1.0842,-1.0843,-1.086,-1.0869,-1.0855,-1.0851,-1.0737,-1.0134,-0.91002,-0.74088,-0.51712,-0.2857,-0.031373,0.201,0.42392,0.61675,0.756,0.84284,0.9131,0.95976,0.98758,1.0065,1.0151,1.0057,1.0203,1.015,1.0141,1.0148,1.0205,1.021,1.0253,1.0272,1.0271,1.0305,1.0319,1.0286,1.0321,1.025,1.0238,1.0215,1.0197,0.99316,0.99732,1.0027,1.0014,0.99897,0.99633,0.99775,0.99917,1.0002,1.0001,0.99532,1.0032,0.999,0.99461,0.99442,0.99592,0.99141,0.98933,0.98863,0.9908,0.98982,0.98809,0.99328,0.99328,0.98953,0.99434,0.98739,0.99462,0.99011,0.99821,0.99719,0.99189,0.99481,0.99737,1.0041,1.0048,0.99924,0.99617,1.0001,0.98257,0.97022,0.94207,0.8824,0.82982,0.75151,0.66918,0.57087,0.45074,0.31986,0.18438,0.037338,-0.11507,-0.26035,-0.40511,-0.54504,-0.67785,-0.80048,-0.91336,-1.0056,-1.1006,-1.1572,-1.1867,-1.1969,-1.1971,-1.1914,-1.1806,-1.1698,-1.1508,-1.1503,-1.1457,-1.1453,-1.1405,-1.1435,-1.1397,-1.1417,-1.1422,-1.1428,-1.1417,-1.1421,-1.1434,-1.1441,-1.1444,-1.1449,-1.1467,-1.1452,-1.1451,-1.1447,-1.1472,-1.146,-1.1459,-1.1472,-1.146,-1.1485,-1.1496,-1.1483,-1.1498,-1.1483,2
-0.85192,-0.84969,-0.85031,-0.84836,-0.8452,-0.8392,-0.83482,-0.83441,-0.83466,-0.83326,-0.83238,-0.83234,-0.83346,-0.8327,-0.83259,-0.83337,-0.83342,-0.83293,-0.83422,-0.83364,-0.83525,-0.83443,-0.83508,-0.8327,-0.83338,-0.83476,-0.83299,-0.83361,-0.83299,-0.83278,-0.83196,-0.83194,-0.83133,-0.81771,-0.77102,-0.71366,-0.6785,-0.6651,-0.65935,-0.66288,-0.6644,-0.66569,-0.65705,-0.6497,-0.63796,-0.61793,-0.60389,-0.57922,-0.559,-0.5293,-0.50162,-0.45716,-0.3452,-0.19624,0.044503,0.17562,0.34768,0.52349,0.72994,0.93431,1.1218,1.2989,1.4025,1.4645,1.4701,1.4905,1.4962,1.5067,1.5219,1.5256,1.5319,1.5326,1.5345,1.5348,1.5379,1.5357,1.5357,1.5379,1.5374,1.5395,1.5364,1.5363,1.5359,1.5355,1.5319,1.5272,1.5137,1.5052,1.4967,1.4954,1.4938,1.4865,1.4911,1.4981,1.5011,1.5071,1.4974,1.4911,1.4779,1.4313,1.3318,1.2047,1.038,0.84933,0.64481,0.49317,0.30263,0.15305,0.015734,-0.13416,-0.26551,-0.36751,-0.4356,-0.50137,-0.54113,-0.57889,-0.59572,-0.61348,-0.62759,-0.63125,-0.6354,-0.6307,-0.61924,-0.60631,-0.60217,-0.59876,-0.60109,-0.60928,-0.63639,-0.66563,-0.71135,-0.75855,-0.80635,-0.84127,-0.8656,-0.87882,-0.88292,-0.88511,-0.88413,-0.88311,-0.88377,-0.88196,-0.8718,-0.86163,-0.84588,-0.83727,-0.81918,-0.81286,-0.8051,-0.80261,1
-0.76929,-0.7728,-0.76754,-0.75319,-0.73847,-0.72103,-0.70096,-0.68522,-0.67134,-0.67016,-0.68353,-0.70902,-0.74198,-0.79959,-0.87241,-0.97928,-1.0773,-1.1414,-1.1637,-1.1636,-1.1442,-1.1226,-1.1182,-1.1178,-1.0903,-1.015,-0.91151,-0.79126,-0.72308,-0.67189,-0.65143,-0.64507,-0.64255,-0.61703,-0.60229,-0.58411,-0.55503,-0.51242,-0.40242,-0.21082,-0.012577,0.21169,0.43363,0.60653,0.75879,0.87469,0.98289,1.0704,1.1443,1.1987,1.2482,1.2811,1.3009,1.309,1.3136,1.3176,1.3214,1.3241,1.3216,1.3269,1.3279,1.3306,1.3375,1.3364,1.3348,1.3341,1.3332,1.3341,1.3345,1.3355,1.3322,1.3327,1.3252,1.3265,1.3242,1.3269,1.3269,1.3224,1.3212,1.3149,1.3106,1.309,1.3031,1.3027,1.2973,1.288,1.2783,1.2626,1.2469,1.2288,1.2055,1.1808,1.1478,1.1063,1.0511,0.98438,0.91464,0.82226,0.72944,0.62338,0.4986,0.38034,0.25588,0.12775,-0.009605,-0.1385,-0.26492,-0.39341,-0.50533,-0.61183,-0.68611,-0.74229,-0.7936,-0.81854,-0.83081,-0.83553,-0.83738,-0.83742,-0.83701,-0.84274,-0.8493,-0.85962,-0.86691,-0.87126,-0.87733,-0.87887,-0.87468,-0.87233,-0.87529,-0.8864,-0.90984,-0.94464,-0.9866,-1.0203,-1.0532,-1.0707,-1.079,-1.0801,-1.0747,-1.0663,-1.0476,-1.0252,-1.0148,-1.0065,-1.003,-1.0009,-1.001,-0.99739,-0.99621,-0.99484,1
-1.2383,-1.1868,-1.1479,-1.1253,-1.1258,-1.1292,-1.1355,-1.1398,-1.1328,-1.1273,-1.1264,-1.1249,-1.1249,-1.1187,-1.1119,-1.1119,-1.1089,-1.1005,-1.0888,-1.0638,-1.0178,-0.92762,-0.84323,-0.76131,-0.71835,-0.68916,-0.68494,-0.69102,-0.66931,-0.65242,-0.6395,-0.63623,-0.62865,-0.62104,-0.61021,-0.59535,-0.55426,-0.48964,-0.36332,-0.22131,-0.066476,0.15239,0.2936,0.43845,0.56251,0.6827,0.81587,0.90986,1.0136,1.107,1.1524,1.166,1.2042,1.2276,1.2355,1.2261,1.2201,1.2296,1.2195,1.2274,1.2147,1.2156,1.2165,1.2141,1.215,1.2106,1.2118,1.2115,1.2121,1.2084,1.2081,1.2103,1.2023,1.2021,1.2045,1.2079,1.2079,1.2028,1.2113,1.2127,1.2105,1.2116,1.2169,1.2068,1.2038,1.1986,1.2019,1.1955,1.1945,1.1926,1.2042,1.1986,1.1923,1.1939,1.1987,1.1875,1.1739,1.1558,1.1495,1.072,1.0186,0.93863,0.83381,0.72301,0.5795,0.44995,0.30744,0.16806,0.0205,-0.13597,-0.27403,-0.36988,-0.49901,-0.55671,-0.61399,-0.6683,-0.70656,-0.73995,-0.76508,-0.78058,-0.78341,-0.79528,-0.80542,-0.80995,-0.81544,-0.81614,-0.82111,-0.82462,-0.82524,-0.8264,-0.8303,-0.83877,-0.84813,-0.85837,-0.8739,-0.8858,-0.90677,-0.91646,-0.94028,-0.97769,-1.0326,-1.1127,-1.1823,-1.252,-1.3195,-1.3293,-1.3349,-1.2993,-1.2469,-1.2139,1
-1.7558,-1.7465,-1.7326,-1.7274,-1.7253,-1.7248,-1.7212,-1.723,-1.7184,-1.7209,-1.7203,-1.7188,-1.721,-1.7205,-1.7194,-1.7167,-1.7173,-1.7152,-1.7166,-1.7173,-1.7173,-1.718,-1.7155,-1.7024,-1.6512,-1.5497,-1.3766,-1.1608,-0.88593,-0.60558,-0.32689,-0.049084,0.1723,0.34968,0.46485,0.55021,0.5991,0.63059,0.65392,0.66105,0.66393,0.67836,0.68658,0.68344,0.69156,0.68961,0.68888,0.69496,0.69499,0.70006,0.69764,0.70048,0.69646,0.69369,0.69214,0.68847,0.69527,0.69086,0.68351,0.68151,0.68373,0.68405,0.6807,0.6792,0.67867,0.67887,0.68342,0.67949,0.68277,0.67434,0.67384,0.67341,0.67334,0.67026,0.6686,0.67149,0.67149,0.66867,0.66702,0.66733,0.66841,0.66448,0.66159,0.66667,0.6646,0.65953,0.66473,0.66275,0.65874,0.65743,0.65502,0.65593,0.66232,0.65593,0.65463,0.656,0.65374,0.65125,0.65739,0.65491,0.65172,0.65478,0.65237,0.6494,0.65188,0.65033,0.65138,0.6461,0.64583,0.6454,0.64815,0.65471,0.64625,0.6391,0.64192,0.64417,0.6391,0.64146,0.63506,0.63297,0.6433,0.62331,0.63045,0.61859,0.61367,0.59909,0.57338,0.55233,0.54069,0.52387,0.48915,0.4531,0.41488,0.35543,0.26098,0.14547,0.011704,-0.16099,-0.36496,-0.5787,-0.81571,-1.0514,-1.2758,-1.47,-1.6398,-1.7574,-1.8261,-1.8703,-1.8945,-1.8986,2
