Time,Demand,Temperature,Date,Holiday
2012-01-01T03:30:00Z,5538.356502,32,2012-01-01,TRUE
2012-01-01T04:00:00Z,5641.188556,31.4,2012-01-01,TRUE
2012-01-01T04:30:00Z,5737.303578,30.6,2012-01-01,TRUE
2012-01-01T05:00:00Z,5831.138192,29.8,2012-01-01,TRUE
2012-01-01T05:30:00Z,5935.794824,30.2,2012-01-01,TRUE
2012-01-01T06:00:00Z,5999.870792,30.6,2012-01-01,TRUE
2012-01-01T06:30:00Z,6071.191688,31.35,2012-01-01,TRUE
2012-01-01T07:00:00Z,6082.502946,32.1,2012-01-01,TRUE
2012-01-01T07:30:00Z,6005.434908,30.6,2012-01-01,TRUE
2012-01-01T08:00:00Z,5890.774506,29.1,2012-01-01,TRUE
2012-01-01T08:30:00Z,5709.07195,28.25,2012-01-01,TRUE
2012-01-01T09:00:00Z,5529.864864,27.4,2012-01-01,TRUE
2012-01-01T09:30:00Z,5395.439534,26.55,2012-01-01,TRUE
2012-01-01T10:00:00Z,5368.114986,25.7,2012-01-01,TRUE
2012-01-01T10:30:00Z,5236.609354,24.95,2012-01-01,TRUE
2012-01-01T11:00:00Z,4992.28282,24.2,2012-01-01,TRUE
2012-01-01T11:30:00Z,4728.466002,23.15,2012-01-01,TRUE
2012-01-01T12:00:00Z,4515.15537,22.1,2012-01-01,TRUE
2012-01-01T12:30:00Z,4330.376528,21.85,2012-01-01,TRUE
2012-01-01T13:00:00Z,4367.914468,21.6,2012-01-02,TRUE
2012-01-01T13:30:00Z,4164.015958,21.4,2012-01-02,TRUE
2012-01-01T14:00:00Z,3898.239882,21.2,2012-01-02,TRUE
2012-01-01T14:30:00Z,3752.016756,20.95,2012-01-02,TRUE
2012-01-01T15:00:00Z,3941.369156,20.7,2012-01-02,TRUE
2012-01-01T15:30:00Z,3776.118154,20.55,2012-01-02,TRUE
2012-01-01T16:00:00Z,3601.350916,20.4,2012-01-02,TRUE
2012-01-01T16:30:00Z,3490.138704,20.35,2012-01-02,TRUE
2012-01-01T17:00:00Z,3433.902124,20.3,2012-01-02,TRUE
2012-01-01T17:30:00Z,3416.64658,20.5,2012-01-02,TRUE
2012-01-01T18:00:00Z,3437.95793,20.7,2012-01-02,TRUE
2012-01-01T18:30:00Z,3430.715412,20.95,2012-01-02,TRUE
2012-01-01T19:00:00Z,3488.721382,21.2,2012-01-02,TRUE
2012-01-01T19:30:00Z,3572.151288,22.15,2012-01-02,TRUE
2012-01-01T20:00:00Z,3746.740622,23.1,2012-01-02,TRUE
2012-01-01T20:30:00Z,3936.300246,24.9,2012-01-02,TRUE
2012-01-01T21:00:00Z,4097.803516,26.7,2012-01-02,TRUE
2012-01-01T21:30:00Z,4328.535242,28.45,2012-01-02,TRUE
2012-01-01T22:00:00Z,4600.146478,30.2,2012-01-02,TRUE
2012-01-01T22:30:00Z,4865.516228,31.35,2012-01-02,TRUE
2012-01-01T23:00:00Z,5136.096,32.5,2012-01-02,TRUE
2012-01-01T23:30:00Z,5389.694676,33.15,2012-01-02,TRUE
2012-01-02T00:00:00Z,5655.4751,33.8,2012-01-02,TRUE
2012-01-02T00:30:00Z,5916.611734,35.2,2012-01-02,TRUE
2012-01-02T01:00:00Z,6143.622836,36.6,2012-01-02,TRUE
2012-01-02T01:30:00Z,6328.665498,36.85,2012-01-02,TRUE
2012-01-02T02:00:00Z,6496.10842,37.1,2012-01-02,TRUE
2012-01-02T02:30:00Z,6628.323336,37.1,2012-01-02,TRUE
2012-01-02T03:00:00Z,6730.80916,37.1,2012-01-02,TRUE
2012-01-02T03:30:00Z,6819.33039,37.7,2012-01-02,TRUE
2012-01-02T04:00:00Z,6941.457822,38.3,2012-01-02,TRUE
2012-01-02T04:30:00Z,7055.279186,38.75,2012-01-02,TRUE
2012-01-02T05:00:00Z,7146.87121,39.2,2012-01-02,TRUE
2012-01-02T05:30:00Z,7261.476696,39.4,2012-01-02,TRUE
2012-01-02T06:00:00Z,7300.065136,39.6,2012-01-02,TRUE
2012-01-02T06:30:00Z,7345.24889,39.45,2012-01-02,TRUE
2012-01-02T07:00:00Z,7276.420116,39.3,2012-01-02,TRUE
2012-01-02T07:30:00Z,7193.165394,38.85,2012-01-02,TRUE
2012-01-02T08:00:00Z,7049.715348,38.4,2012-01-02,TRUE
2012-01-02T08:30:00Z,6896.406916,37.35,2012-01-02,TRUE
2012-01-02T09:00:00Z,6698.276592,36.3,2012-01-02,TRUE
2012-01-02T09:30:00Z,6558.238362,35.35,2012-01-02,TRUE
2012-01-02T10:00:00Z,6494.117476,34.4,2012-01-02,TRUE
2012-01-02T10:30:00Z,6289.639912,33.65,2012-01-02,TRUE
2012-01-02T11:00:00Z,5951.377222,32.9,2012-01-02,TRUE
2012-01-02T11:30:00Z,5579.595596,32.65,2012-01-02,TRUE
2012-01-02T12:00:00Z,5291.110508,32.4,2012-01-02,TRUE
2012-01-02T12:30:00Z,5045.223022,32.1,2012-01-02,TRUE
2012-01-02T13:00:00Z,5066.210046,31.8,2012-01-03,FALSE
2012-01-02T13:30:00Z,4850.603026,30.4,2012-01-03,FALSE
2012-01-02T14:00:00Z,4552.951902,29,2012-01-03,FALSE
2012-01-02T14:30:00Z,4345.78895,27.7,2012-01-03,FALSE
2012-01-02T15:00:00Z,4518.874248,26.4,2012-01-03,FALSE
2012-01-02T15:30:00Z,4326.124732,25.85,2012-01-03,FALSE
2012-01-02T16:00:00Z,4095.6258,25.3,2012-01-03,FALSE
2012-01-02T16:30:00Z,3959.46101,25.2,2012-01-03,FALSE
2012-01-02T17:00:00Z,3896.461212,25.1,2012-01-03,FALSE
2012-01-02T17:30:00Z,3863.83613,24.45,2012-01-03,FALSE
2012-01-02T18:00:00Z,3913.937564,23.8,2012-01-03,FALSE
2012-01-02T18:30:00Z,4000.222246,23.7,2012-01-03,FALSE
2012-01-02T19:00:00Z,4167.29749,23.6,2012-01-03,FALSE
2012-01-02T19:30:00Z,4369.865872,24.15,2012-01-03,FALSE
2012-01-02T20:00:00Z,4717.27074,24.7,2012-01-03,FALSE
2012-01-02T20:30:00Z,5041.621366,25.55,2012-01-03,FALSE
2012-01-02T21:00:00Z,5281.011174,26.4,2012-01-03,FALSE
2012-01-02T21:30:00Z,5636.488804,26.15,2012-01-03,FALSE
2012-01-02T22:00:00Z,5969.598262,25.9,2012-01-03,FALSE
2012-01-02T22:30:00Z,6067.696156,26.2,2012-01-03,FALSE
2012-01-02T23:00:00Z,6276.943506,26.5,2012-01-03,FALSE
2012-01-02T23:30:00Z,6480.466768,26.4,2012-01-03,FALSE
2012-01-03T00:00:00Z,6632.24885,26.3,2012-01-03,FALSE
2012-01-03T00:30:00Z,6766.72423,26.55,2012-01-03,FALSE
2012-01-03T01:00:00Z,6896.623702,26.8,2012-01-03,FALSE
2012-01-03T01:30:00Z,7000.039926,26.8,2012-01-03,FALSE
2012-01-03T02:00:00Z,7057.821348,26.8,2012-01-03,FALSE
2012-01-03T02:30:00Z,7065.063654,28.2,2012-01-03,FALSE
2012-01-03T03:00:00Z,7052.804398,29.6,2012-01-03,FALSE
2012-01-03T03:30:00Z,7065.234214,28.05,2012-01-03,FALSE
2012-01-03T04:00:00Z,7024.425002,26.5,2012-01-03,FALSE
2012-01-03T04:30:00Z,6916.37764,26.6,2012-01-03,FALSE
2012-01-03T05:00:00Z,6862.57045,26.7,2012-01-03,FALSE
2012-01-03T05:30:00Z,6836.889562,27.1,2012-01-03,FALSE
2012-01-03T06:00:00Z,6730.440842,27.5,2012-01-03,FALSE
2012-01-03T06:30:00Z,6595.39653,27.5,2012-01-03,FALSE
2012-01-03T07:00:00Z,6314.105592,27.5,2012-01-03,FALSE
2012-01-03T07:30:00Z,6138.758068,27.25,2012-01-03,FALSE
2012-01-03T08:00:00Z,5902.226836,27,2012-01-03,FALSE
2012-01-03T08:30:00Z,5714.647036,26.95,2012-01-03,FALSE
2012-01-03T09:00:00Z,5571.70647,26.9,2012-01-03,FALSE
2012-01-03T09:30:00Z,5519.851526,26.45,2012-01-03,FALSE
2012-01-03T10:00:00Z,5496.262416,26,2012-01-03,FALSE
2012-01-03T10:30:00Z,5361.060328,26,2012-01-03,FALSE
2012-01-03T11:00:00Z,5121.240736,26,2012-01-03,FALSE
2012-01-03T11:30:00Z,4861.97937,25.95,2012-01-03,FALSE
2012-01-03T12:00:00Z,4665.505604,25.9,2012-01-03,FALSE
2012-01-03T12:30:00Z,4530.244054,25.5,2012-01-03,FALSE
2012-01-03T13:00:00Z,4627.984918,25.1,2012-01-04,FALSE
2012-01-03T13:30:00Z,4477.836132,24.95,2012-01-04,FALSE
2012-01-03T14:00:00Z,4239.666714,24.8,2012-01-04,FALSE
2012-01-03T14:30:00Z,4097.383494,24.55,2012-01-04,FALSE
2012-01-03T15:00:00Z,4301.180492,24.3,2012-01-04,FALSE
2012-01-03T15:30:00Z,4145.86091,24.1,2012-01-04,FALSE
2012-01-03T16:00:00Z,3960.443976,23.9,2012-01-04,FALSE
2012-01-03T16:30:00Z,3841.300698,23.45,2012-01-04,FALSE
2012-01-03T17:00:00Z,3826.275298,23,2012-01-04,FALSE
2012-01-03T17:30:00Z,3815.03216,22.2,2012-01-04,FALSE
2012-01-03T18:00:00Z,3849.333684,21.4,2012-01-04,FALSE
2012-01-03T18:30:00Z,3935.795124,21.35,2012-01-04,FALSE
2012-01-03T19:00:00Z,4124.915516,21.3,2012-01-04,FALSE
2012-01-03T19:30:00Z,4327.688324,20.65,2012-01-04,FALSE
2012-01-03T20:00:00Z,4616.383644,20,2012-01-04,FALSE
2012-01-03T20:30:00Z,4786.440046,19.35,2012-01-04,FALSE
2012-01-03T21:00:00Z,4854.704056,18.7,2012-01-04,FALSE
2012-01-03T21:30:00Z,4963.660464,18.85,2012-01-04,FALSE
2012-01-03T22:00:00Z,5055.489378,19,2012-01-04,FALSE
2012-01-03T22:30:00Z,5106.787658,19.45,2012-01-04,FALSE
2012-01-03T23:00:00Z,5141.362306,19.9,2012-01-04,FALSE
2012-01-03T23:30:00Z,5159.556046,20.55,2012-01-04,FALSE
2012-01-04T00:00:00Z,5180.591858,21.2,2012-01-04,FALSE
2012-01-04T00:30:00Z,5189.698874,21.8,2012-01-04,FALSE
2012-01-04T01:00:00Z,5197.312244,22.4,2012-01-04,FALSE
2012-01-04T01:30:00Z,5203.675002,22.3,2012-01-04,FALSE
2012-01-04T02:00:00Z,5155.38957,22.2,2012-01-04,FALSE
2012-01-04T02:30:00Z,5154.86859,22.2,2012-01-04,FALSE
2012-01-04T03:00:00Z,5170.255898,22.2,2012-01-04,FALSE
2012-01-04T03:30:00Z,5165.918724,22.1,2012-01-04,FALSE
2012-01-04T04:00:00Z,5164.563428,22,2012-01-04,FALSE
2012-01-04T04:30:00Z,5167.27171,21.5,2012-01-04,FALSE
2012-01-04T05:00:00Z,5191.586616,21,2012-01-04,FALSE
2012-01-04T05:30:00Z,5214.629556,21.25,2012-01-04,FALSE
2012-01-04T06:00:00Z,5188.452174,21.5,2012-01-04,FALSE
2012-01-04T06:30:00Z,5097.662706,21.45,2012-01-04,FALSE
2012-01-04T07:00:00Z,4941.823666,21.4,2012-01-04,FALSE
2012-01-04T07:30:00Z,4826.839466,20.75,2012-01-04,FALSE
2012-01-04T08:00:00Z,4680.562396,20.1,2012-01-04,FALSE
2012-01-04T08:30:00Z,4552.329648,19.35,2012-01-04,FALSE
2012-01-04T09:00:00Z,4446.603772,18.6,2012-01-04,FALSE
2012-01-04T09:30:00Z,4417.471748,18.45,2012-01-04,FALSE
2012-01-04T10:00:00Z,4478.384724,18.3,2012-01-04,FALSE
2012-01-04T10:30:00Z,4414.568822,17.9,2012-01-04,FALSE
2012-01-04T11:00:00Z,4269.923674,17.5,2012-01-04,FALSE
2012-01-04T11:30:00Z,4085.492248,16.95,2012-01-04,FALSE
2012-01-04T12:00:00Z,4004.150438,16.4,2012-01-04,FALSE
2012-01-04T12:30:00Z,3927.178344,16.3,2012-01-04,FALSE
2012-01-04T13:00:00Z,4092.50741,16.2,2012-01-05,FALSE
2012-01-04T13:30:00Z,3996.702786,16,2012-01-05,FALSE
2012-01-04T14:00:00Z,3775.088782,15.8,2012-01-05,FALSE
2012-01-04T14:30:00Z,3642.914964,15.5,2012-01-05,FALSE
2012-01-04T15:00:00Z,3850.640442,15.2,2012-01-05,FALSE
2012-01-04T15:30:00Z,3739.192658,15.1,2012-01-05,FALSE
2012-01-04T16:00:00Z,3584.486962,15,2012-01-05,FALSE
2012-01-04T16:30:00Z,3499.721568,14.9,2012-01-05,FALSE
2012-01-04T17:00:00Z,3465.805722,14.8,2012-01-05,FALSE
2012-01-04T17:30:00Z,3455.17625,14.65,2012-01-05,FALSE
2012-01-04T18:00:00Z,3520.899298,14.5,2012-01-05,FALSE
2012-01-04T18:30:00Z,3609.77474,14.65,2012-01-05,FALSE
2012-01-04T19:00:00Z,3743.166538,14.8,2012-01-05,FALSE
2012-01-04T19:30:00Z,3919.5776300000002,15,2012-01-05,FALSE
2012-01-04T20:00:00Z,4157.364956,15.2,2012-01-05,FALSE
2012-01-04T20:30:00Z,4373.184036,15.55,2012-01-05,FALSE
2012-01-04T21:00:00Z,4425.799964,15.9,2012-01-05,FALSE
2012-01-04T21:30:00Z,4542.8448,16.4,2012-01-05,FALSE
2012-01-04T22:00:00Z,4656.368096,16.9,2012-01-05,FALSE
2012-01-04T22:30:00Z,4721.613626,17.4,2012-01-05,FALSE
2012-01-04T23:00:00Z,4756.484144,17.9,2012-01-05,FALSE
2012-01-04T23:30:00Z,4775.855678,18.75,2012-01-05,FALSE
2012-01-05T00:00:00Z,4818.889642,19.6,2012-01-05,FALSE
2012-01-05T00:30:00Z,4867.944998,19.3,2012-01-05,FALSE
2012-01-05T01:00:00Z,4893.110196,19,2012-01-05,FALSE
2012-01-05T01:30:00Z,4919.172668,19.35,2012-01-05,FALSE
2012-01-05T02:00:00Z,4929.861102,19.7,2012-01-05,FALSE
2012-01-05T02:30:00Z,4943.022058,20.05,2012-01-05,FALSE
2012-01-05T03:00:00Z,4951.878822,20.4,2012-01-05,FALSE
2012-01-05T03:30:00Z,4958.713226,20.75,2012-01-05,FALSE
2012-01-05T04:00:00Z,4962.013992,21.1,2012-01-05,FALSE
2012-01-05T04:30:00Z,4969.927378,21.15,2012-01-05,FALSE
2012-01-05T05:00:00Z,5004.736856,21.2,2012-01-05,FALSE
2012-01-05T05:30:00Z,5039.266408,20.8,2012-01-05,FALSE
2012-01-05T06:00:00Z,5029.525222,20.4,2012-01-05,FALSE
2012-01-05T06:30:00Z,5022.073858,20.3,2012-01-05,FALSE
2012-01-05T07:00:00Z,4902.884824,20.2,2012-01-05,FALSE
2012-01-05T07:30:00Z,4793.944556,19.25,2012-01-05,FALSE
2012-01-05T08:00:00Z,4659.459928,18.3,2012-01-05,FALSE
2012-01-05T08:30:00Z,4554.239416,17.9,2012-01-05,FALSE
2012-01-05T09:00:00Z,4464.332428,17.5,2012-01-05,FALSE
2012-01-05T09:30:00Z,4447.36924,17.45,2012-01-05,FALSE
2012-01-05T10:00:00Z,4473.595072,17.4,2012-01-05,FALSE
2012-01-05T10:30:00Z,4401.611194,17.2,2012-01-05,FALSE
2012-01-05T11:00:00Z,4244.622794,17,2012-01-05,FALSE
2012-01-05T11:30:00Z,4076.635622,16.75,2012-01-05,FALSE
2012-01-05T12:00:00Z,4003.076174,16.5,2012-01-05,FALSE
2012-01-05T12:30:00Z,3948.161412,16.45,2012-01-05,FALSE
2012-01-05T13:00:00Z,4117.448494,16.4,2012-01-06,FALSE
2012-01-05T13:30:00Z,4007.497724,16.5,2012-01-06,FALSE
2012-01-05T14:00:00Z,3793.87757,16.6,2012-01-06,FALSE
2012-01-05T14:30:00Z,3668.730772,16.35,2012-01-06,FALSE
2012-01-05T15:00:00Z,3904.674192,16.1,2012-01-06,FALSE
2012-01-05T15:30:00Z,3812.0662,15.95,2012-01-06,FALSE
2012-01-05T16:00:00Z,3667.342282,15.8,2012-01-06,FALSE
2012-01-05T16:30:00Z,3542.544348,15.45,2012-01-06,FALSE
2012-01-05T17:00:00Z,3484.54597,15.1,2012-01-06,FALSE
2012-01-05T17:30:00Z,3473.872136,14.75,2012-01-06,FALSE
2012-01-05T18:00:00Z,3538.29865,14.4,2012-01-06,FALSE
2012-01-05T18:30:00Z,3571.898656,14.3,2012-01-06,FALSE
2012-01-05T19:00:00Z,3726.019246,14.2,2012-01-06,FALSE
2012-01-05T19:30:00Z,3940.046942,14.75,2012-01-06,FALSE
2012-01-05T20:00:00Z,4177.688986,15.3,2012-01-06,FALSE
2012-01-05T20:30:00Z,4383.38953,16.2,2012-01-06,FALSE
2012-01-05T21:00:00Z,4439.8521,17.1,2012-01-06,FALSE
2012-01-05T21:30:00Z,4587.06281,17.5,2012-01-06,FALSE
2012-01-05T22:00:00Z,4688.27488,17.9,2012-01-06,FALSE
2012-01-05T22:30:00Z,4734.658622,19,2012-01-06,FALSE
2012-01-05T23:00:00Z,4752.297188,20.1,2012-01-06,FALSE
2012-01-05T23:30:00Z,4774.270166,20.25,2012-01-06,FALSE
2012-01-06T00:00:00Z,4803.550016,20.4,2012-01-06,FALSE
2012-01-06T00:30:00Z,4829.310162,20.75,2012-01-06,FALSE
2012-01-06T01:00:00Z,4868.966308,21.1,2012-01-06,FALSE
2012-01-06T01:30:00Z,4879.779728,21.75,2012-01-06,FALSE
2012-01-06T02:00:00Z,4886.41556,22.4,2012-01-06,FALSE
2012-01-06T02:30:00Z,4907.210852,22.85,2012-01-06,FALSE
2012-01-06T03:00:00Z,4922.285006,23.3,2012-01-06,FALSE
2012-01-06T03:30:00Z,4926.716028,23,2012-01-06,FALSE
2012-01-06T04:00:00Z,4934.85411,22.7,2012-01-06,FALSE
2012-01-06T04:30:00Z,4965.765304,23.15,2012-01-06,FALSE
2012-01-06T05:00:00Z,5012.71116,23.6,2012-01-06,FALSE
2012-01-06T05:30:00Z,5035.688934,22.85,2012-01-06,FALSE
2012-01-06T06:00:00Z,5017.387056,22.1,2012-01-06,FALSE
2012-01-06T06:30:00Z,4988.854918,21.3,2012-01-06,FALSE
2012-01-06T07:00:00Z,4858.849556,20.5,2012-01-06,FALSE
2012-01-06T07:30:00Z,4750.66113,20.35,2012-01-06,FALSE
2012-01-06T08:00:00Z,4623.912654,20.2,2012-01-06,FALSE
2012-01-06T08:30:00Z,4531.132222,19.8,2012-01-06,FALSE
2012-01-06T09:00:00Z,4443.381798,19.4,2012-01-06,FALSE
2012-01-06T09:30:00Z,4456.918108,18.8,2012-01-06,FALSE
2012-01-06T10:00:00Z,4449.948072,18.2,2012-01-06,FALSE
2012-01-06T10:30:00Z,4326.82932,18.15,2012-01-06,FALSE
2012-01-06T11:00:00Z,4175.287148,18.1,2012-01-06,FALSE
2012-01-06T11:30:00Z,4017.519192,17.75,2012-01-06,FALSE
2012-01-06T12:00:00Z,3950.147042,17.4,2012-01-06,FALSE
2012-01-06T12:30:00Z,3896.101072,17.25,2012-01-06,FALSE
2012-01-06T13:00:00Z,4079.086614,17.1,2012-01-07,FALSE
2012-01-06T13:30:00Z,3986.451236,17.2,2012-01-07,FALSE
2012-01-06T14:00:00Z,3785.873588,17.3,2012-01-07,FALSE
2012-01-06T14:30:00Z,3630.989608,16.75,2012-01-07,FALSE
2012-01-06T15:00:00Z,3841.368486,16.2,2012-01-07,FALSE
2012-01-06T15:30:00Z,3725.551352,16.2,2012-01-07,FALSE
2012-01-06T16:00:00Z,3598.953896,16.2,2012-01-07,FALSE
2012-01-06T16:30:00Z,3493.56353,16.1,2012-01-07,FALSE
2012-01-06T17:00:00Z,3451.930244,16,2012-01-07,FALSE
2012-01-06T17:30:00Z,3439.819628,15.6,2012-01-07,FALSE
2012-01-06T18:00:00Z,3440.54558,15.2,2012-01-07,FALSE
2012-01-06T18:30:00Z,3434.1089700000002,15.25,2012-01-07,FALSE
2012-01-06T19:00:00Z,3458.346366,15.3,2012-01-07,FALSE
2012-01-06T19:30:00Z,3525.619728,15.55,2012-01-07,FALSE
2012-01-06T20:00:00Z,3667.060914,15.8,2012-01-07,FALSE
2012-01-06T20:30:00Z,3827.666018,17.95,2012-01-07,FALSE
2012-01-06T21:00:00Z,3919.12875,20.1,2012-01-07,FALSE
2012-01-06T21:30:00Z,4082.787328,21.65,2012-01-07,FALSE
2012-01-06T22:00:00Z,4237.514376,23.2,2012-01-07,FALSE
2012-01-06T22:30:00Z,4322.305884,24.05,2012-01-07,FALSE
2012-01-06T23:00:00Z,4429.296904,24.9,2012-01-07,FALSE
2012-01-06T23:30:00Z,4500.563164,25.75,2012-01-07,FALSE
2012-01-07T00:00:00Z,4561.299334,26.6,2012-01-07,FALSE
2012-01-07T00:30:00Z,4591.495024,26.8,2012-01-07,FALSE
2012-01-07T01:00:00Z,4596.065968,27,2012-01-07,FALSE
2012-01-07T01:30:00Z,4617.5561,27.55,2012-01-07,FALSE
2012-01-07T02:00:00Z,4661.32121,28.1,2012-01-07,FALSE
2012-01-07T02:30:00Z,4675.566234,28.55,2012-01-07,FALSE
2012-01-07T03:00:00Z,4682.358706,29,2012-01-07,FALSE
2012-01-07T03:30:00Z,4721.723138,29,2012-01-07,FALSE
2012-01-07T04:00:00Z,4764.634124,29,2012-01-07,FALSE
2012-01-07T04:30:00Z,4788.090416,28.85,2012-01-07,FALSE
2012-01-07T05:00:00Z,4815.80409,28.7,2012-01-07,FALSE
2012-01-07T05:30:00Z,4864.602216,28.4,2012-01-07,FALSE
2012-01-07T06:00:00Z,4845.936224,28.1,2012-01-07,FALSE
2012-01-07T06:30:00Z,4834.166818,27.9,2012-01-07,FALSE
2012-01-07T07:00:00Z,4773.972256,27.7,2012-01-07,FALSE
2012-01-07T07:30:00Z,4698.623186,27.4,2012-01-07,FALSE
2012-01-07T08:00:00Z,4585.46062,27.1,2012-01-07,FALSE
2012-01-07T08:30:00Z,4490.74271,26.95,2012-01-07,FALSE
2012-01-07T09:00:00Z,4390.321916,26.8,2012-01-07,FALSE
2012-01-07T09:30:00Z,4423.098236,25.55,2012-01-07,FALSE
2012-01-07T10:00:00Z,4432.820734,24.3,2012-01-07,FALSE
2012-01-07T10:30:00Z,4352.21056,23.35,2012-01-07,FALSE
2012-01-07T11:00:00Z,4245.589862,22.4,2012-01-07,FALSE
2012-01-07T11:30:00Z,4142.156188,23.1,2012-01-07,FALSE
2012-01-07T12:00:00Z,4070.875086,23.8,2012-01-07,FALSE
2012-01-07T12:30:00Z,4021.279808,23.1,2012-01-07,FALSE
2012-01-07T13:00:00Z,4158.36348,22.4,2012-01-08,FALSE
2012-01-07T13:30:00Z,4057.875502,22,2012-01-08,FALSE
2012-01-07T14:00:00Z,3847.944814,21.6,2012-01-08,FALSE
2012-01-07T14:30:00Z,3678.146058,21.5,2012-01-08,FALSE
2012-01-07T15:00:00Z,3866.218622,21.4,2012-01-08,FALSE
2012-01-07T15:30:00Z,3717.721672,21.1,2012-01-08,FALSE
2012-01-07T16:00:00Z,3572.492736,20.8,2012-01-08,FALSE
2012-01-07T16:30:00Z,3484.82832,20.25,2012-01-08,FALSE
2012-01-07T17:00:00Z,3393.202342,19.7,2012-01-08,FALSE
2012-01-07T17:30:00Z,3347.344632,20.05,2012-01-08,FALSE
2012-01-07T18:00:00Z,3362.477928,20.4,2012-01-08,FALSE
2012-01-07T18:30:00Z,3359.717928,20.35,2012-01-08,FALSE
2012-01-07T19:00:00Z,3418.53205,20.3,2012-01-08,FALSE
2012-01-07T19:30:00Z,3451.643822,20.5,2012-01-08,FALSE
2012-01-07T20:00:00Z,3572.627024,20.7,2012-01-08,FALSE
2012-01-07T20:30:00Z,3684.934106,21.1,2012-01-08,FALSE
2012-01-07T21:00:00Z,3728.634838,21.5,2012-01-08,FALSE
2012-01-07T21:30:00Z,3867.633854,21.75,2012-01-08,FALSE
2012-01-07T22:00:00Z,3977.730592,22,2012-01-08,FALSE
2012-01-07T22:30:00Z,4087.153056,21.1,2012-01-08,FALSE
2012-01-07T23:00:00Z,4181.761574,20.2,2012-01-08,FALSE
2012-01-07T23:30:00Z,4228.514584,20.95,2012-01-08,FALSE
2012-01-08T00:00:00Z,4266.949568,21.7,2012-01-08,FALSE
2012-01-08T00:30:00Z,4310.31618,23.3,2012-01-08,FALSE
2012-01-08T01:00:00Z,4350.296632,24.9,2012-01-08,FALSE
2012-01-08T01:30:00Z,4373.490066,25.6,2012-01-08,FALSE
2012-01-08T02:00:00Z,4388.624322,26.3,2012-01-08,FALSE
2012-01-08T02:30:00Z,4386.456332,26.55,2012-01-08,FALSE
2012-01-08T03:00:00Z,4375.872586,26.8,2012-01-08,FALSE
2012-01-08T03:30:00Z,4397.394658,27.3,2012-01-08,FALSE
2012-01-08T04:00:00Z,4419.915442,27.8,2012-01-08,FALSE
2012-01-08T04:30:00Z,4456.945998,26.35,2012-01-08,FALSE
2012-01-08T05:00:00Z,4450.284556,24.9,2012-01-08,FALSE
2012-01-08T05:30:00Z,4448.77904,24.6,2012-01-08,FALSE
2012-01-08T06:00:00Z,4434.291354,24.3,2012-01-08,FALSE
2012-01-08T06:30:00Z,4451.733988,24.4,2012-01-08,FALSE
2012-01-08T07:00:00Z,4459.624284,24.5,2012-01-08,FALSE
2012-01-08T07:30:00Z,4405.61701,23.75,2012-01-08,FALSE
2012-01-08T08:00:00Z,4301.143198,23,2012-01-08,FALSE
2012-01-08T08:30:00Z,4235.987712,22.15,2012-01-08,FALSE
2012-01-08T09:00:00Z,4207.732792,21.3,2012-01-08,FALSE
2012-01-08T09:30:00Z,4226.646534,20.9,2012-01-08,FALSE
