agency,sku,date,volume,price_regular,avg_population_2017,avg_yearly_household_income_2017,easter_day,good_friday,new_year,christmas,labor_day,independence_day,revolution_day_memorial,regional_games,fifa_u_17_world_cup,football_gold_cup,beer_capital,music_fest,discount_in_percent,month,agency_num,sku_num
Agency_01,SKU_03,2013-05-01,65.142,1308.5259740000001,153733,120207,0,0,0,0,1,0,0,0,0,0,0,0,8.317957622750253,5,1,3
Agency_01,SKU_03,2013-06-01,94.8366,1312.711248,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,11.89148887372069,6,1,3
Agency_01,SKU_03,2013-07-01,64.296,1313.276561,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,12.81674888584264,7,1,3
Agency_01,SKU_03,2013-08-01,74.44800000000001,1312.857501,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,10.565414517138827,8,1,3
Agency_01,SKU_03,2013-09-01,65.988,1313.1603929999999,153733,120207,0,0,0,0,0,1,0,0,0,0,0,0,7.627492538910287,9,1,3
Agency_01,SKU_03,2013-10-01,74.7018,1315.034035,153733,120207,0,0,0,0,0,0,0,0,0,0,1,0,6.854023135606526,10,1,3
Agency_01,SKU_03,2013-11-01,51.9444,1315.851064,153733,120207,0,0,0,0,0,0,1,0,0,0,0,0,7.7892864780933895,11,1,3
Agency_01,SKU_03,2013-12-01,53.5518,1315.851064,153733,120207,0,0,0,1,0,0,0,0,0,0,0,0,7.957939531673321,12,1,3
Agency_01,SKU_03,2014-01-01,50.2524,1315.851064,153733,120207,0,0,1,0,0,0,0,0,0,0,0,0,6.8104135378044575,1,1,3
Agency_01,SKU_03,2014-02-01,60.4044,1315.851064,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,7.335183642029568,2,1,3
Agency_01,SKU_03,2014-03-01,56.5128,1315.851064,153733,120207,0,0,0,0,0,0,0,0,0,0,0,1,2.227182224629033,3,1,3
Agency_01,SKU_03,2014-04-01,84.7692,1315.851064,153733,120207,1,1,0,0,0,0,0,0,0,0,0,0,1.3672690999929153,4,1,3
Agency_01,SKU_03,2014-05-01,106.6806,1390.738755,153733,120207,0,0,0,0,1,0,0,0,0,0,0,0,12.365467948723412,5,1,3
Agency_01,SKU_03,2014-06-01,69.5412,1393.911321,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,7.834766556143065,6,1,3
Agency_01,SKU_03,2014-07-01,84.5154,1400.786451,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,7.508116024745873,7,1,3
Agency_01,SKU_03,2014-08-01,60.2352,1410.963386,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,11.709600946370696,8,1,3
Agency_01,SKU_03,2014-09-01,48.8142,1436.268945,153733,120207,0,0,0,0,0,1,0,0,0,0,0,0,9.122442454536255,9,1,3
Agency_01,SKU_03,2014-10-01,55.6668,1435.015117,153733,120207,0,0,0,0,0,0,0,0,0,0,1,0,5.265658605601993,10,1,3
Agency_01,SKU_03,2014-11-01,38.2392,1434.202716,153733,120207,0,0,0,0,0,0,1,1,0,0,0,0,22.176730838097225,11,1,3
Agency_01,SKU_03,2014-12-01,34.4322,1434.2390480000001,153733,120207,0,0,0,1,0,0,0,0,0,0,0,0,9.7168606024454,12,1,3
Agency_01,SKU_03,2015-01-01,32.2326,1433.714819,153733,120207,0,0,1,0,0,0,0,0,0,0,0,0,5.3462358053509105,1,1,3
Agency_01,SKU_03,2015-02-01,30.2022,1433.6132220000002,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,6.093497650512042,2,1,3
Agency_01,SKU_03,2015-03-01,29.61,1431.8247720000002,153733,120207,0,0,0,0,0,0,0,0,0,0,0,1,5.2233599014726355,3,1,3
Agency_01,SKU_03,2015-04-01,44.0766,1433.223599,153733,120207,1,1,0,0,0,0,0,0,0,0,0,0,7.480735460594379,4,1,3
Agency_01,SKU_03,2015-05-01,48.8988,1458.1430369999998,153733,120207,0,0,0,0,1,0,0,0,0,0,0,0,9.072725010036173,5,1,3
Agency_01,SKU_03,2015-06-01,58.5432,1479.3951769999999,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,8.699223033900699,6,1,3
Agency_01,SKU_03,2015-07-01,58.4586,1495.017975,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,9.096266350911266,7,1,3
Agency_01,SKU_03,2015-08-01,37.3932,1488.960841,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,8.991960454116468,8,1,3
Agency_01,SKU_03,2015-09-01,49.913999999999994,1481.5426439999999,153733,120207,0,0,0,0,0,1,0,0,0,0,0,0,8.192230948702953,9,1,3
Agency_01,SKU_03,2015-10-01,31.0482,1541.612195,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,13.392220149114738,10,1,3
Agency_01,SKU_03,2015-11-01,25.8876,1546.770703,153733,120207,0,0,0,0,0,0,1,0,0,0,1,0,25.076047099141363,11,1,3
Agency_01,SKU_03,2015-12-01,22.0806,1556.271399,153733,120207,0,0,0,1,0,0,0,0,0,0,0,0,11.527487886449297,12,1,3
Agency_01,SKU_03,2016-01-01,20.8962,1562.005986,153733,120207,0,0,1,0,0,0,0,0,0,0,0,0,12.301961626413384,1,1,3
Agency_01,SKU_03,2016-02-01,36.2934,1563.2846539999998,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,13.732010958510955,2,1,3
Agency_01,SKU_03,2016-03-01,40.4388,1562.951084,153733,120207,1,1,0,0,0,0,0,0,0,0,0,0,12.385485379656322,3,1,3
Agency_01,SKU_03,2016-04-01,28.340999999999998,1564.2430630000001,153733,120207,0,0,0,0,0,0,0,0,0,0,0,1,11.411730773966038,4,1,3
Agency_01,SKU_03,2016-05-01,18.7812,1568.5273300000001,153733,120207,0,0,0,0,1,0,0,0,0,0,0,0,11.083280136406676,5,1,3
Agency_01,SKU_03,2016-06-01,0.0,0.0,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,1,3
Agency_01,SKU_03,2016-07-01,0.2538,1409.361702,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,9.363677529531735,7,1,3
Agency_01,SKU_03,2016-08-01,13.794,1516.0982490000001,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,18.27752674886177,8,1,3
Agency_01,SKU_03,2016-09-01,25.2108,1503.287341,153733,120207,0,0,0,0,0,1,0,0,0,0,0,0,14.854796678554615,9,1,3
Agency_01,SKU_03,2016-10-01,25.66455,1497.994471,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,9.956338283440834,10,1,3
Agency_01,SKU_03,2016-11-01,19.40775,1502.209453,153733,120207,0,0,0,0,0,0,1,0,0,0,1,0,10.312730204873768,11,1,3
Agency_01,SKU_03,2016-12-01,23.052,1499.794834,153733,120207,0,0,0,1,0,0,0,0,0,0,0,0,9.205625387558843,12,1,3
Agency_01,SKU_03,2017-01-01,18.305999999999997,1625.828171,153733,120207,0,0,1,0,0,0,0,0,0,0,0,0,10.686702451042718,1,1,3
Agency_01,SKU_03,2017-02-01,14.15325,1626.4188960000001,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,10.162425523123042,2,1,3
Agency_01,SKU_03,2017-03-01,16.68375,1687.0725559999998,153733,120207,0,0,0,0,0,0,0,0,0,0,0,1,13.234214628526031,3,1,3
Agency_01,SKU_03,2017-04-01,24.0264,1695.171936,153733,120207,1,1,0,0,0,0,0,0,0,0,0,0,13.595649804339374,4,1,3
Agency_01,SKU_03,2017-05-01,26.226,1694.8381100000001,153733,120207,0,0,0,0,1,0,0,0,0,0,0,0,13.521192298419582,5,1,3
Agency_01,SKU_03,2017-06-01,25.7184,1695.229913,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,13.53467970571376,6,1,3
Agency_01,SKU_03,2017-07-01,24.7878,1697.052683,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,14.472571503544774,7,1,3
Agency_01,SKU_03,2017-08-01,20.2194,1697.069461,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,15.048642549345834,8,1,3
Agency_01,SKU_03,2017-09-01,25.2954,1695.8306940000002,153733,120207,0,0,0,0,0,1,0,0,0,0,0,0,24.127464224326626,9,1,3
Agency_01,SKU_03,2017-10-01,13.536,1696.7419350000002,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,13.600493171049017,10,1,3
Agency_01,SKU_03,2017-11-01,14.5512,1639.666625,153733,120207,0,0,0,0,0,0,1,0,0,0,1,0,12.363368254812162,11,1,3
Agency_01,SKU_03,2017-12-01,10.9134,1640.11195,153733,120207,0,0,0,1,0,0,0,0,0,0,0,0,11.988876734908246,12,1,3
Agency_01,SKU_04,2013-01-01,230.2956,1725.7118269999999,153733,120207,0,0,1,0,0,0,0,0,0,0,0,0,14.952088927185642,1,1,4
Agency_01,SKU_04,2013-02-01,270.4887,1728.545508,153733,120207,0,0,0,0,0,0,0,0,0,0,0,0,13.219682324961965,2,1,4
Agency_01,SKU_04,2013-03-01,411.4521,1770.276036,153733,120207,1,1,0,0,0,0,0,0,0,0,0,1,9.409640791183369,3,1,4
